loan_id,borrower_id,loan_amount,funded_amount,term_months,interest_rate,installment,grade,sub_grade,purpose,issue_date,initial_list_status,application_type
7261,14316,15000.0,14905.1,60,27.77,462.02,F,F4,major_purchase,2020-12-17,f,Individual
7262,5485,5000.0,4947.5,36,18.72,180.66,D,D2,moving,2022-01-25,f,Joint App
7263,11752,20000.0,19692.9,36,17.39,705.93,D,D3,small_business,2020-02-03,f,Joint App
7264,3865,12000.0,11689.54,36,10.92,382.26,B,B4,moving,2024-02-15,w,Individual
7265,9303,25000.0,24366.8,60,30.58,797.05,G,G4,credit_card,2023-12-26,w,Individual
7266,11728,15000.0,14874.59,36,10.95,486.62,B,B4,wedding,2023-03-29,w,Individual
7267,11971,7500.0,7321.09,36,12.57,245.16,C,C1,home_improvement,2024-02-20,f,Joint App
7268,4449,25000.0,24881.92,60,30.96,819.75,G,G3,car,2023-03-11,f,Individual
7269,5400,5000.0,4973.09,36,26.78,202.44,F,F2,moving,2020-11-22,f,Individual
7270,14432,10000.0,9999.38,60,21.81,275.09,E,E3,medical,2023-07-31,w,Joint App
7271,132,15000.0,14677.74,36,6.89,452.47,A,A3,wedding,2020-06-04,w,Joint App
7272,780,18000.0,17918.97,60,22.82,503.29,E,E5,credit_card,2020-03-11,f,Individual
7273,12371,5000.0,4912.09,36,5.68,148.72,A,A3,vacation,2023-06-06,w,Individual
7274,11858,12000.0,11892.37,60,14.86,282.05,C,C2,vacation,2021-02-15,f,Individual
7275,6623,12000.0,11937.62,36,28.74,498.57,G,G4,other,2020-03-14,f,Joint App
7276,14698,20000.0,19403.68,60,19.46,508.27,D,D2,moving,2023-12-06,w,Joint App
7277,6858,10000.0,9701.05,60,10.19,207.03,B,B3,car,2021-03-15,f,Joint App
7278,6630,35000.0,34499.96,36,17.45,1237.76,D,D1,other,2021-06-23,w,Individual
7279,13547,25000.0,24380.77,60,5.82,469.31,A,A1,small_business,2020-07-05,f,Joint App
7280,346,10000.0,9907.61,36,6.51,303.7,A,A5,credit_card,2020-10-18,w,Individual
7281,6407,15000.0,14890.78,36,30.27,634.34,G,G5,other,2023-10-10,w,Joint App
7282,7453,15000.0,14565.62,36,14.48,501.22,C,C5,medical,2024-04-18,w,Individual
7283,917,15000.0,14556.36,36,8.93,462.41,B,B1,wedding,2021-03-10,w,Individual
7284,9312,7500.0,7452.93,60,10.9,161.67,B,B1,other,2023-10-25,w,Joint App
7285,571,15000.0,14640.18,36,18.39,532.15,D,D5,debt_consolidation,2021-04-01,f,Joint App
7286,41,15000.0,14962.22,36,14.85,517.57,C,C1,other,2024-04-22,w,Joint App
7287,5624,10000.0,9715.51,60,11.01,211.29,B,B1,moving,2021-12-19,f,Individual
7288,6893,15000.0,14837.41,36,10.53,482.46,B,B5,vacation,2020-02-20,w,Individual
7289,4322,20000.0,19450.3,36,22.11,743.92,E,E1,vacation,2024-04-22,f,Joint App
7290,9486,10000.0,9748.75,36,17.79,351.41,D,D2,vacation,2022-06-10,w,Joint App
7291,12421,12000.0,11754.86,36,7.8,367.27,A,A1,home_improvement,2023-01-23,f,Individual
7292,3663,10000.0,9985.9,36,9.33,319.08,B,B5,medical,2020-09-22,w,Joint App
7293,12430,15000.0,14910.27,36,16.09,524.86,D,D3,moving,2023-04-27,f,Individual
7294,8615,7500.0,7281.64,60,7.28,145.15,A,A2,moving,2021-01-20,f,Individual
7295,12231,25000.0,24687.5,60,11.81,546.79,B,B1,other,2023-06-28,w,Individual
7296,8924,20000.0,19595.28,36,20.4,732.23,E,E3,wedding,2021-07-30,f,Individual
7297,4274,15000.0,14943.36,60,18.75,385.59,D,D4,small_business,2020-07-26,f,Joint App
7298,7913,7500.0,7460.34,36,9.32,238.35,B,B5,home_improvement,2023-12-28,w,Joint App
7299,9682,15000.0,14945.61,36,21.67,568.23,E,E3,debt_consolidation,2024-04-24,w,Individual
7300,2484,5000.0,4862.75,36,14.43,167.21,C,C1,wedding,2020-02-15,w,Individual
7301,6626,15000.0,14815.65,36,12.03,492.3,C,C1,debt_consolidation,2023-06-16,w,Individual
7302,13614,5000.0,4892.87,36,13.24,165.43,C,C2,debt_consolidation,2020-01-28,w,Individual
7303,3869,15000.0,14908.74,36,14.7,514.63,C,C3,educational,2022-08-20,w,Individual
7304,9487,15000.0,14980.05,60,5.9,288.91,A,A2,educational,2024-03-28,w,Individual
7305,5756,18000.0,17530.29,36,10.84,572.59,B,B4,vacation,2024-02-05,f,Joint App
7306,1790,20000.0,19621.4,36,26.54,796.21,F,F3,home_improvement,2022-02-08,w,Joint App
7307,1573,20000.0,19511.11,36,13.63,663.34,C,C4,debt_consolidation,2020-07-17,f,Joint App
7308,14465,40000.0,39634.94,60,27.54,1223.09,F,F4,medical,2023-12-05,f,Joint App
7309,12710,7500.0,7496.56,36,19.16,275.4,D,D2,moving,2024-04-21,w,Individual
7310,3659,7500.0,7438.07,60,6.65,146.06,A,A2,medical,2021-02-07,f,Joint App
7311,12591,10000.0,9895.08,60,15.52,238.11,C,C5,educational,2023-03-09,f,Joint App
7312,5749,7500.0,7330.47,60,6.57,143.67,A,A3,debt_consolidation,2022-04-09,f,Individual
7313,6639,10000.0,9877.74,36,13.74,336.35,C,C3,car,2022-05-31,w,Joint App
7314,14102,25000.0,24980.03,60,8.57,513.35,B,B5,home_improvement,2021-02-15,f,Joint App
7315,14255,15000.0,14703.97,36,13.0,495.43,C,C3,vacation,2023-03-04,w,Joint App
7316,3533,5000.0,4982.42,36,7.97,156.06,A,A2,moving,2020-07-11,f,Joint App
7317,1706,20000.0,19569.21,36,17.57,703.26,D,D1,small_business,2020-09-10,w,Individual
7318,181,15000.0,14665.49,36,7.24,454.44,A,A2,moving,2020-11-12,f,Joint App
7319,11134,10000.0,9890.54,36,5.6,299.1,A,A3,educational,2020-03-08,w,Joint App
7320,2380,5000.0,4882.9,36,12.24,162.74,C,C3,educational,2022-10-04,w,Individual
7321,14669,15000.0,14760.79,36,7.44,458.75,A,A1,major_purchase,2023-10-09,f,Joint App
7322,8741,12000.0,11688.38,36,30.95,502.29,G,G4,other,2023-12-30,w,Individual
7323,14034,25000.0,24672.93,60,16.49,606.44,D,D3,small_business,2020-02-19,f,Individual
7324,2181,15000.0,14998.71,36,14.51,516.34,C,C5,vacation,2022-06-07,f,Joint App
7325,7162,5000.0,4876.05,36,25.66,195.58,F,F2,car,2020-10-22,f,Joint App
7326,9632,5000.0,4996.33,36,9.34,159.67,B,B1,home_improvement,2024-02-25,w,Joint App
7327,7523,20000.0,19550.04,60,17.58,491.99,D,D5,major_purchase,2020-09-21,f,Joint App
7328,10283,35000.0,34724.82,60,6.5,679.43,A,A2,moving,2022-03-05,f,Joint App
7329,728,35000.0,34253.89,36,10.79,1118.02,B,B5,medical,2020-06-23,f,Joint App
7330,8165,18000.0,17892.92,36,15.46,624.3,C,C1,debt_consolidation,2022-05-04,f,Individual
7331,7783,10000.0,9972.05,60,5.73,191.54,A,A5,educational,2022-08-25,f,Joint App
7332,7851,12000.0,11872.98,36,10.7,387.02,B,B5,moving,2023-07-15,f,Joint App
7333,4514,15000.0,14862.54,36,14.03,508.18,C,C4,major_purchase,2020-02-09,f,Joint App
7334,5346,20000.0,19899.0,60,29.44,636.97,G,G5,medical,2022-04-24,w,Individual
7335,1534,5000.0,4863.15,60,30.15,157.79,G,G4,medical,2020-06-08,w,Individual
7336,6693,20000.0,19442.24,36,6.42,595.18,A,A2,car,2024-02-25,w,Joint App
7337,10499,20000.0,19991.48,60,16.31,489.45,D,D3,debt_consolidation,2020-07-15,f,Joint App
7338,6985,5000.0,4988.82,36,22.14,190.89,E,E3,debt_consolidation,2022-02-17,f,Joint App
7339,9828,10000.0,9708.88,36,20.9,365.28,E,E1,credit_card,2023-11-30,f,Individual
7340,4317,20000.0,19979.34,36,13.62,679.16,C,C5,other,2023-03-12,w,Joint App
7341,13958,5000.0,4908.94,60,13.93,114.04,C,C4,major_purchase,2022-04-28,f,Joint App
7342,12546,30000.0,29345.78,36,6.11,894.22,A,A4,debt_consolidation,2022-04-11,w,Individual
7343,14620,5000.0,4991.77,36,11.13,163.73,B,B4,moving,2021-12-09,f,Individual
7344,4913,10000.0,9813.18,60,6.9,193.85,A,A5,educational,2021-06-21,w,Individual
7345,1087,35000.0,34454.98,36,29.85,1459.84,G,G3,vacation,2023-10-26,w,Individual
7346,710,25000.0,24658.72,60,17.32,617.08,D,D3,debt_consolidation,2022-05-04,f,Joint App
7347,928,15000.0,14696.86,36,6.44,450.04,A,A3,vacation,2021-07-12,w,Individual
7348,3609,10000.0,9847.92,36,14.63,339.6,C,C2,educational,2021-09-11,w,Individual
7349,8405,20000.0,19714.17,60,7.91,398.88,A,A2,credit_card,2020-08-29,w,Joint App
7350,5642,5000.0,4860.59,36,30.23,206.95,G,G3,car,2020-04-29,w,Joint App
7351,11212,7500.0,7425.0,36,17.31,265.87,D,D2,vacation,2024-01-23,w,Individual
7352,5840,7500.0,7436.49,36,7.6,231.66,A,A5,vacation,2021-11-02,w,Joint App
7353,13112,20000.0,19681.0,60,22.66,550.98,E,E1,credit_card,2021-09-21,f,Individual
7354,12351,18000.0,17642.58,36,9.82,567.79,B,B4,credit_card,2023-09-20,f,Joint App
7355,14926,20000.0,19887.04,60,11.73,439.67,B,B1,vacation,2021-06-15,f,Individual
7356,2686,15000.0,14848.75,36,8.22,466.81,B,B2,vacation,2021-12-07,f,Individual
7357,14266,15000.0,14560.18,36,22.11,556.89,E,E2,major_purchase,2023-03-31,f,Individual
7358,2449,10000.0,9787.45,36,30.01,415.55,G,G5,wedding,2020-03-16,f,Individual
7359,12239,7500.0,7457.17,36,12.63,249.93,C,C3,medical,2022-03-14,f,Individual
7360,4330,25000.0,24399.83,36,6.29,745.5,A,A2,other,2020-04-20,f,Individual
7361,4118,15000.0,14753.15,60,29.33,471.26,G,G3,home_improvement,2023-06-21,f,Individual
7362,7951,35000.0,34911.62,60,14.82,827.25,C,C3,wedding,2022-12-11,w,Joint App
7363,8674,7500.0,7427.81,36,18.03,268.64,D,D2,major_purchase,2023-05-01,w,Individual
7364,6793,7500.0,7377.04,36,10.18,238.66,B,B5,home_improvement,2020-05-07,f,Individual
7365,4278,10000.0,9994.24,60,8.7,206.01,B,B5,major_purchase,2022-04-13,w,Joint App
7366,7526,15000.0,14981.73,36,23.33,582.52,E,E4,medical,2023-01-15,w,Individual
7367,12895,12000.0,11842.15,60,12.45,266.12,C,C4,debt_consolidation,2020-08-20,w,Joint App
7368,10283,10000.0,9969.29,36,19.86,369.78,D,D1,small_business,2020-02-12,f,Joint App
7369,11922,10000.0,9835.18,36,8.89,312.25,B,B5,debt_consolidation,2023-09-21,f,Individual
7370,13457,20000.0,19638.73,36,17.32,703.31,D,D2,home_improvement,2020-06-05,w,Joint App
7371,2142,15000.0,14812.6,36,18.07,536.03,D,D2,car,2023-02-06,w,Joint App
7372,3817,15000.0,14552.49,36,29.68,615.23,G,G5,debt_consolidation,2022-05-18,f,Individual
7373,7986,15000.0,14912.4,60,11.94,331.27,B,B5,car,2021-07-11,f,Joint App
7374,12684,12000.0,11971.53,36,6.0,364.2,A,A1,other,2024-05-07,f,Joint App
7375,5690,12000.0,11788.31,36,13.75,401.47,C,C1,moving,2024-03-05,f,Individual
7376,2698,20000.0,19478.12,36,5.39,587.19,A,A2,wedding,2020-07-17,w,Joint App
7377,682,7500.0,7365.55,60,21.61,201.8,E,E1,car,2022-11-22,f,Joint App
7378,14506,20000.0,19796.04,60,21.8,544.5,E,E4,credit_card,2022-05-07,f,Joint App
7379,11269,15000.0,14863.38,36,21.71,565.41,E,E3,debt_consolidation,2022-10-31,w,Individual
7380,1146,7500.0,7347.21,60,13.86,170.42,C,C5,home_improvement,2020-01-14,f,Individual
7381,13805,30000.0,29642.99,60,23.88,850.71,E,E5,vacation,2023-10-09,f,Individual
7382,9789,30000.0,29748.7,36,28.37,1236.47,G,G2,moving,2021-03-21,f,Joint App
7383,8385,12000.0,11843.28,60,9.29,247.52,B,B2,credit_card,2024-01-29,f,Individual
7384,12262,20000.0,19439.59,60,12.35,435.87,C,C4,moving,2021-12-15,w,Individual
7385,777,20000.0,19991.74,60,7.9,404.4,A,A1,major_purchase,2023-10-06,w,Joint App
7386,6808,15000.0,14887.15,60,20.33,397.16,E,E3,moving,2024-05-14,f,Individual
7387,5175,7500.0,7468.24,36,26.86,304.33,F,F1,home_improvement,2021-05-29,w,Joint App
7388,1970,18000.0,17877.43,36,6.04,544.19,A,A5,vacation,2020-10-29,w,Individual
7389,745,20000.0,19831.92,36,8.89,629.63,B,B4,other,2020-09-05,f,Individual
7390,10484,20000.0,19551.81,36,7.56,608.72,A,A1,vacation,2023-05-18,w,Joint App
7391,9808,15000.0,14786.31,36,10.3,479.2,B,B3,vacation,2023-07-14,f,Joint App
7392,12817,7500.0,7372.16,60,5.71,141.53,A,A4,vacation,2020-11-28,f,Individual
7393,14230,10000.0,9955.47,60,6.96,196.94,A,A4,home_improvement,2023-12-19,f,Joint App
7394,14057,15000.0,14964.99,36,8.1,469.64,B,B2,educational,2021-08-05,f,Individual
7395,136,10000.0,9755.96,36,9.02,310.33,B,B5,home_improvement,2023-07-12,f,Individual
7396,12659,12000.0,11794.25,60,11.87,261.58,B,B3,debt_consolidation,2020-11-02,f,Joint App
7397,3211,20000.0,19999.07,36,6.6,613.86,A,A2,medical,2023-12-16,f,Joint App
7398,3831,7500.0,7316.04,36,6.9,225.56,A,A5,credit_card,2022-08-22,f,Joint App
7399,4306,15000.0,14825.11,36,21.84,564.95,E,E4,other,2022-01-23,f,Joint App
7400,44,20000.0,19450.24,36,7.33,603.51,A,A1,moving,2023-08-18,f,Joint App
7401,4645,30000.0,29460.73,36,18.97,1079.47,D,D4,educational,2021-08-06,w,Individual
7402,8689,5000.0,4921.57,36,12.7,165.12,C,C2,educational,2022-01-20,w,Joint App
7403,5647,25000.0,24371.2,60,15.32,583.89,C,C1,home_improvement,2020-05-26,f,Joint App
7404,13092,30000.0,29751.98,36,12.72,998.45,C,C3,credit_card,2022-10-09,w,Individual
7405,8417,7500.0,7417.79,36,17.13,264.94,D,D5,medical,2022-12-12,f,Joint App
7406,3947,12000.0,11809.89,36,9.92,380.63,B,B2,medical,2020-02-13,w,Joint App
7407,5565,10000.0,9806.96,36,30.28,417.83,G,G5,debt_consolidation,2020-11-07,w,Individual
7408,2240,25000.0,24984.48,60,29.68,803.43,G,G2,debt_consolidation,2022-02-08,w,Individual
7409,6382,30000.0,29974.5,36,12.84,1007.65,C,C4,major_purchase,2020-04-20,f,Individual
7410,4052,7500.0,7320.47,36,10.01,236.25,B,B3,moving,2022-10-25,w,Individual
7411,1402,20000.0,19473.13,60,11.31,426.41,B,B3,major_purchase,2023-10-14,f,Joint App
7412,622,15000.0,14614.28,36,27.47,600.32,F,F5,other,2020-12-04,w,Joint App
7413,3249,12000.0,11732.33,36,6.34,358.73,A,A2,home_improvement,2024-01-13,f,Individual
7414,13550,20000.0,19544.42,36,24.12,768.02,F,F2,major_purchase,2021-12-18,w,Individual
7415,12418,18000.0,17991.47,36,19.3,662.23,D,D1,small_business,2023-04-20,w,Joint App
7416,1858,15000.0,14872.23,36,15.28,517.59,C,C2,vacation,2024-05-25,w,Individual
7417,8940,7500.0,7482.73,36,17.21,267.56,D,D1,home_improvement,2022-07-19,f,Joint App
7418,2570,18000.0,17999.47,60,6.8,354.72,A,A2,major_purchase,2020-08-23,f,Joint App
7419,254,12000.0,11689.67,60,9.12,243.34,B,B4,small_business,2024-04-02,f,Individual
7420,2384,40000.0,39068.3,36,26.63,1587.23,F,F1,home_improvement,2020-09-30,w,Joint App
7421,8890,20000.0,19454.49,36,15.87,682.71,C,C5,wedding,2023-01-01,f,Individual
7422,10896,10000.0,9858.11,60,6.06,190.86,A,A2,moving,2022-03-11,f,Individual
7423,13935,10000.0,9951.72,60,28.75,314.37,G,G4,vacation,2021-01-19,f,Joint App
7424,14837,20000.0,19989.21,60,21.53,546.75,E,E4,credit_card,2024-04-05,w,Individual
7425,11264,25000.0,24594.09,36,11.77,814.18,B,B1,other,2022-08-27,w,Joint App
7426,14401,12000.0,11779.41,36,6.76,362.42,A,A4,major_purchase,2021-06-28,w,Individual
7427,3279,30000.0,29187.89,60,13.22,667.41,C,C2,debt_consolidation,2021-09-10,w,Joint App
7428,2392,20000.0,19771.15,36,12.67,663.03,C,C3,major_purchase,2023-01-08,w,Joint App
7429,6682,35000.0,34657.08,36,29.68,1465.18,G,G5,moving,2023-05-23,f,Joint App
7430,2550,5000.0,4861.89,60,10.71,105.01,B,B4,wedding,2023-05-28,w,Individual
7431,3529,18000.0,17514.86,60,27.54,540.49,F,F4,major_purchase,2023-02-07,f,Individual
7432,3800,20000.0,19648.64,36,14.53,676.61,C,C1,home_improvement,2023-04-05,w,Joint App
7433,3559,7500.0,7381.25,36,15.47,257.58,C,C2,credit_card,2020-07-17,f,Joint App
7434,13042,10000.0,9971.71,60,6.48,195.01,A,A5,wedding,2023-11-16,f,Individual
7435,4271,5000.0,4986.65,60,17.38,124.95,D,D1,credit_card,2020-12-06,w,Joint App
7436,8628,25000.0,24913.28,36,15.94,875.14,C,C2,moving,2022-08-12,w,Individual
7437,6418,25000.0,24715.81,60,9.3,516.67,B,B3,medical,2024-03-27,w,Joint App
7438,5,5000.0,4958.17,60,25.41,146.72,F,F2,debt_consolidation,2022-04-20,f,Joint App
7439,11950,15000.0,14663.33,60,19.1,381.18,D,D5,other,2020-03-17,w,Individual
7440,788,5000.0,4937.81,36,19.85,183.13,D,D3,wedding,2022-01-18,f,Joint App
7441,13029,30000.0,29636.26,60,25.55,879.45,F,F3,car,2022-01-03,f,Individual
7442,11865,7500.0,7393.57,36,9.77,237.77,B,B4,debt_consolidation,2022-04-04,w,Joint App
7443,10188,7500.0,7374.8,60,16.76,182.33,D,D4,debt_consolidation,2020-04-01,w,Individual
7444,12112,30000.0,29653.91,36,13.44,1005.45,C,C1,major_purchase,2021-11-26,f,Joint App
7445,3464,18000.0,17784.95,60,15.33,426.19,C,C4,other,2021-04-06,f,Joint App
7446,11152,7500.0,7324.88,36,5.93,222.6,A,A5,major_purchase,2022-06-06,w,Joint App
7447,7108,12000.0,11946.44,36,10.15,386.32,B,B4,small_business,2021-06-25,w,Joint App
7448,9447,7500.0,7279.1,36,14.45,250.38,C,C3,car,2022-03-19,w,Joint App
7449,4310,20000.0,19495.04,60,25.34,576.1,F,F3,medical,2023-02-19,w,Joint App
7450,14464,10000.0,9926.71,60,5.73,190.67,A,A2,credit_card,2021-09-30,f,Individual
7451,1980,5000.0,4868.96,36,11.63,160.86,B,B1,moving,2021-01-23,w,Joint App
7452,13440,12000.0,11988.32,36,8.41,377.94,B,B5,vacation,2020-06-17,f,Individual
7453,10976,15000.0,14574.56,36,29.76,616.8,G,G3,major_purchase,2024-05-10,f,Joint App
7454,7599,30000.0,29895.37,36,25.4,1194.97,F,F2,debt_consolidation,2024-05-21,w,Individual
7455,4553,5000.0,4866.15,36,11.99,161.6,B,B5,home_improvement,2024-04-28,f,Joint App
7456,8198,25000.0,24808.94,60,22.71,695.25,E,E5,debt_consolidation,2021-09-20,f,Joint App
7457,14764,18000.0,17670.64,36,30.32,753.25,G,G3,small_business,2023-07-12,f,Joint App
7458,10679,12000.0,11707.3,60,14.67,276.49,C,C2,small_business,2024-02-27,w,Joint App
7459,4161,25000.0,24862.94,60,13.39,570.68,C,C4,car,2020-05-31,f,Individual
7460,6486,12000.0,11958.43,60,15.11,285.18,C,C5,credit_card,2020-07-20,f,Individual
7461,3194,30000.0,29994.7,36,10.63,976.74,B,B4,educational,2020-06-14,w,Joint App
7462,2695,20000.0,19422.49,36,9.56,622.7,B,B1,small_business,2024-03-18,w,Joint App
7463,14741,15000.0,14871.18,36,19.52,549.04,D,D5,moving,2021-10-20,f,Individual
7464,2805,25000.0,24938.41,36,6.51,764.45,A,A3,credit_card,2022-10-09,f,Individual
7465,11667,5000.0,4976.51,36,19.64,184.03,D,D4,medical,2023-04-28,w,Individual
7466,502,7500.0,7329.07,60,20.48,196.14,E,E4,wedding,2024-05-15,w,Joint App
7467,14635,15000.0,14614.56,36,26.11,589.69,F,F5,car,2021-09-16,f,Joint App
7468,13353,10000.0,9924.27,36,17.88,358.19,D,D4,medical,2023-02-18,w,Individual
7469,1471,15000.0,14886.29,36,22.86,575.16,E,E2,moving,2021-09-25,w,Individual
7470,4591,25000.0,24479.63,36,7.35,759.78,A,A3,major_purchase,2020-04-15,f,Joint App
7471,8651,20000.0,19534.22,60,7.68,393.1,A,A1,debt_consolidation,2021-02-08,f,Joint App
7472,3305,30000.0,29338.12,36,8.46,925.59,B,B2,moving,2020-02-20,f,Joint App
7473,9851,20000.0,19796.59,36,5.61,598.76,A,A3,credit_card,2023-08-21,f,Individual
7474,11739,15000.0,14645.43,36,11.61,483.71,B,B4,major_purchase,2020-10-29,f,Individual
7475,651,15000.0,14707.02,36,15.52,513.58,C,C4,debt_consolidation,2022-11-25,f,Joint App
7476,13358,5000.0,4877.47,36,11.16,160.05,B,B2,other,2021-10-11,w,Individual
7477,9420,10000.0,9813.11,36,18.45,356.99,D,D2,moving,2022-12-19,f,Joint App
7478,11443,25000.0,24503.56,36,10.76,799.43,B,B1,small_business,2023-09-25,w,Joint App
7479,12928,18000.0,17830.88,60,29.9,575.79,G,G3,moving,2020-06-29,f,Joint App
7480,2706,18000.0,17660.21,36,5.88,536.3,A,A1,home_improvement,2021-12-03,w,Joint App
7481,8876,18000.0,17681.83,60,5.76,339.87,A,A3,wedding,2024-01-11,w,Individual
7482,2896,18000.0,17477.36,36,10.42,567.4,B,B4,credit_card,2020-09-11,w,Joint App
7483,4348,25000.0,24577.83,36,19.83,911.27,D,D1,debt_consolidation,2021-12-02,f,Joint App
7484,14190,15000.0,14657.91,60,10.61,315.85,B,B4,credit_card,2024-01-26,w,Individual
7485,5308,10000.0,9932.92,60,12.45,223.22,C,C5,small_business,2021-09-22,w,Individual
7486,14868,20000.0,19922.2,36,19.32,733.5,D,D1,other,2023-03-24,w,Individual
7487,6586,15000.0,14569.49,36,18.64,531.41,D,D3,car,2023-02-05,w,Individual
7488,14709,18000.0,17672.79,60,30.54,577.65,G,G5,other,2020-06-13,f,Individual
7489,7331,10000.0,9769.57,60,10.35,209.26,B,B5,other,2023-12-06,f,Individual
7490,3261,7500.0,7293.96,36,23.88,285.7,E,E4,small_business,2022-03-21,w,Joint App
7491,1880,35000.0,34811.15,60,12.34,780.35,C,C4,major_purchase,2022-10-06,w,Joint App
7492,2085,7500.0,7361.72,36,10.0,237.54,B,B5,wedding,2021-02-14,f,Individual
7493,3476,25000.0,24431.96,60,8.84,505.27,B,B3,home_improvement,2024-05-15,f,Individual
7494,12928,20000.0,19740.47,60,8.44,404.44,B,B2,debt_consolidation,2020-12-26,w,Joint App
7495,14911,10000.0,9770.45,36,5.51,295.07,A,A1,debt_consolidation,2021-08-19,w,Individual
7496,8963,10000.0,9706.43,36,6.28,296.52,A,A2,debt_consolidation,2024-05-30,f,Joint App
7497,2676,18000.0,17933.4,36,10.55,583.3,B,B5,vacation,2022-11-10,f,Joint App
7498,10044,7500.0,7357.38,60,21.27,200.16,E,E2,credit_card,2021-11-11,f,Joint App
7499,5119,12000.0,11813.79,36,9.67,379.37,B,B2,vacation,2021-11-14,f,Joint App
7500,4658,10000.0,9756.44,60,7.09,193.6,A,A5,wedding,2022-08-20,f,Joint App
7501,3055,12000.0,11854.28,36,9.03,377.13,B,B3,home_improvement,2022-02-17,f,Joint App
7502,7958,18000.0,17535.9,36,18.83,641.29,D,D3,debt_consolidation,2023-06-02,w,Joint App
7503,7394,20000.0,19762.22,36,6.39,604.7,A,A4,other,2020-10-04,f,Individual
7504,14737,35000.0,34151.86,36,20.09,1270.77,E,E4,vacation,2022-09-13,w,Joint App
7505,9742,7500.0,7343.93,60,27.96,228.48,F,F1,debt_consolidation,2024-05-01,f,Individual
7506,5644,18000.0,17709.71,36,17.45,635.37,D,D3,educational,2022-04-19,f,Joint App
7507,6233,10000.0,9995.73,60,6.25,194.41,A,A3,home_improvement,2021-04-19,w,Individual
7508,6968,10000.0,9974.86,36,5.73,302.24,A,A1,car,2022-10-13,f,Joint App
7509,3536,30000.0,29329.4,36,5.45,884.97,A,A4,moving,2020-05-13,w,Joint App
7510,14973,15000.0,14675.77,60,14.0,341.48,C,C3,other,2021-06-20,f,Joint App
7511,12709,10000.0,9888.87,36,14.35,339.66,C,C2,home_improvement,2022-01-10,w,Joint App
7512,11142,20000.0,19416.83,36,15.79,680.63,C,C3,major_purchase,2023-03-29,f,Joint App
7513,62,10000.0,9718.71,36,5.52,293.55,A,A1,wedding,2020-02-07,f,Individual
7514,4408,15000.0,14839.53,60,6.52,290.49,A,A3,small_business,2023-08-17,w,Joint App
7515,13274,35000.0,34917.22,60,15.09,832.33,C,C3,small_business,2022-06-29,w,Individual
7516,4547,7500.0,7293.58,36,13.25,246.63,C,C2,vacation,2022-04-24,f,Joint App
7517,535,7500.0,7288.12,36,11.5,240.33,B,B4,credit_card,2023-03-03,w,Joint App
7518,13140,12000.0,11644.36,36,30.55,497.84,G,G1,other,2021-01-20,f,Individual
7519,2808,10000.0,9807.46,36,8.55,309.82,B,B4,wedding,2021-10-13,f,Joint App
7520,8040,12000.0,11899.61,60,21.68,326.49,E,E5,major_purchase,2020-10-24,w,Individual
7521,5778,12000.0,11744.14,36,10.58,382.16,B,B2,vacation,2021-10-02,w,Individual
7522,7114,10000.0,9971.44,36,6.01,303.4,A,A4,vacation,2022-05-31,w,Individual
7523,13639,10000.0,9962.13,36,6.01,303.11,A,A5,car,2022-01-03,f,Individual
7524,2973,35000.0,34433.03,36,8.6,1088.56,B,B4,small_business,2020-06-30,f,Joint App
7525,11781,15000.0,14874.73,36,18.95,544.87,D,D1,small_business,2024-01-03,w,Individual
7526,12474,15000.0,14787.7,36,12.39,493.92,C,C1,medical,2020-09-20,w,Joint App
7527,10726,20000.0,19986.47,60,7.12,396.89,A,A3,credit_card,2024-04-25,w,Individual
7528,5068,5000.0,4961.44,36,21.59,188.43,E,E4,debt_consolidation,2020-11-15,w,Joint App
7529,10990,20000.0,19492.71,36,19.29,717.39,D,D1,credit_card,2021-09-16,f,Joint App
7530,11862,15000.0,14821.66,36,14.08,507.15,C,C4,wedding,2021-06-02,w,Individual
7531,6372,5000.0,4851.06,60,14.09,113.1,C,C3,wedding,2020-12-06,w,Individual
7532,10660,35000.0,34602.64,36,13.28,1170.57,C,C1,vacation,2022-07-24,w,Joint App
7533,8703,18000.0,17842.71,36,6.45,546.46,A,A1,vacation,2020-07-11,f,Individual
7534,8356,10000.0,9931.47,60,12.97,225.82,C,C1,home_improvement,2022-07-05,f,Individual
7535,7658,40000.0,39255.9,60,20.21,1044.63,E,E5,credit_card,2023-11-05,w,Joint App
7536,2055,10000.0,9706.44,36,7.44,301.66,A,A3,vacation,2022-07-06,w,Joint App
7537,166,15000.0,14859.5,36,6.27,453.87,A,A5,credit_card,2021-05-01,f,Individual
7538,11820,12000.0,11803.0,60,6.67,231.88,A,A3,credit_card,2020-03-17,f,Individual
7539,4983,12000.0,11818.64,36,20.15,440.13,E,E5,vacation,2024-05-10,f,Joint App
7540,2742,12000.0,11682.16,36,14.22,400.52,C,C3,credit_card,2023-12-19,w,Individual
7541,3287,12000.0,11721.01,60,14.67,276.82,C,C5,home_improvement,2021-10-09,f,Joint App
7542,9703,10000.0,9931.91,60,15.3,237.85,C,C2,home_improvement,2020-05-07,w,Joint App
7543,10257,25000.0,24760.11,36,9.31,790.94,B,B5,major_purchase,2022-11-26,w,Individual
7544,12530,15000.0,14887.26,36,10.85,486.33,B,B5,wedding,2022-08-29,w,Joint App
