borrower_id,state,zip_code,annual_income,employment_length,home_ownership,fico_range_low,fico_range_high,open_accounts,total_accounts,delinq_2yrs,pub_rec,revol_util,dti,member_since
6500,IL,61305,119724.57,9,MORTGAGE,705,713,11,12,1,0,9.32,12.7,2023-07-19
6501,NY,11931,23644.73,10,RENT,789,797,19,36,1,0,71.26,22.78,2019-07-28
6502,NY,10978,121810.51,4,OWN,792,800,15,32,0,0,64.37,30.09,2018-03-05
6503,IN,46727,71814.99,1,OWN,657,665,11,27,0,1,17.78,43.0,2022-01-24
6504,MD,21043,37890.18,0,OWN,726,734,19,38,0,0,23.0,31.8,2022-08-27
6505,WI,54182,174295.63,3,MORTGAGE,674,682,7,30,1,0,46.67,27.61,2020-10-27
6506,WI,54791,60870.6,1,MORTGAGE,711,719,14,21,1,1,14.55,39.33,2022-11-11
6507,FL,33408,19713.13,5,MORTGAGE,792,800,16,20,2,0,65.94,33.59,2022-09-19
6508,MI,48952,49364.07,0,RENT,603,611,6,16,2,0,61.51,8.23,2020-07-19
6509,AZ,85570,55930.08,4,MORTGAGE,737,745,10,12,0,0,17.24,42.61,2019-10-09
6510,MA,02584,38710.82,5,RENT,741,749,15,10,3,0,71.67,10.66,2020-11-04
6511,MA,01241,67161.65,5,MORTGAGE,631,639,19,32,1,0,68.42,29.26,2021-01-13
6512,CA,94147,32017.62,1,MORTGAGE,591,599,16,23,0,0,9.51,28.59,2019-05-22
6513,TX,79819,50317.36,10,RENT,646,654,7,37,1,0,33.22,10.99,2022-10-25
6514,MO,64332,44154.6,6,RENT,727,735,13,11,0,0,65.26,40.01,2019-08-01
6515,OH,45667,49137.2,3,RENT,670,678,12,26,1,0,13.54,30.68,2019-04-13
6516,MI,48684,32669.38,8,RENT,667,675,9,15,0,0,67.67,14.07,2022-02-25
6517,NJ,08790,31730.77,9,MORTGAGE,650,658,5,10,1,2,66.77,29.74,2022-09-26
6518,MA,02477,62664.85,5,MORTGAGE,596,604,8,20,0,0,90.19,33.06,2022-07-14
6519,TX,78748,44563.68,3,OWN,628,636,17,26,0,0,6.79,38.62,2020-08-14
6520,TN,38018,61718.9,9,MORTGAGE,645,653,7,28,0,0,71.89,44.36,2021-10-20
6521,MO,63098,48310.76,5,OWN,715,723,13,20,0,1,53.03,10.49,2022-04-15
6522,NJ,07856,72548.81,3,MORTGAGE,741,749,5,16,3,0,11.34,11.48,2018-03-25
6523,VA,23283,44509.12,5,RENT,721,729,13,13,0,0,63.74,18.08,2019-01-27
6524,OH,43650,66246.36,4,RENT,615,623,12,38,1,0,42.6,33.84,2023-05-31
6525,CA,95092,51411.24,3,RENT,781,789,19,27,0,0,0.95,25.36,2021-11-10
6526,NY,10287,158140.42,6,OWN,778,786,5,39,0,0,39.76,34.57,2022-11-17
6527,NC,27755,58458.08,2,RENT,758,766,18,23,1,0,66.54,25.18,2022-07-23
6528,TN,38551,55102.33,1,RENT,729,737,15,21,1,0,44.22,33.8,2020-05-26
6529,WI,53658,27799.71,5,RENT,583,591,18,39,0,1,75.67,39.67,2019-02-25
6530,IL,62291,25100.04,3,MORTGAGE,709,717,5,23,0,0,60.38,13.44,2019-02-05
6531,TX,79651,36755.12,4,RENT,789,797,7,12,0,0,46.69,20.3,2018-12-31
6532,NJ,07706,39933.04,5,MORTGAGE,578,586,14,26,0,0,27.7,20.94,2019-10-14
6533,IL,61886,20412.2,9,MORTGAGE,695,703,18,13,2,0,65.0,25.44,2021-06-29
6534,MD,21359,39173.09,6,RENT,779,787,5,28,0,1,84.68,11.38,2023-05-05
6535,NJ,08276,76718.45,2,MORTGAGE,678,686,15,10,0,0,54.24,17.94,2022-11-24
6536,NC,27769,20123.39,2,RENT,785,793,10,24,1,0,9.36,33.27,2021-10-20
6537,FL,34349,34817.39,7,MORTGAGE,646,654,15,23,0,0,15.81,26.52,2020-01-01
6538,FL,32472,72147.18,1,RENT,666,674,18,29,1,0,58.16,25.6,2021-12-12
6539,MI,49859,49490.88,5,MORTGAGE,785,793,16,21,2,1,32.31,30.18,2023-02-21
6540,MA,02224,38528.84,3,OWN,727,735,7,10,0,0,30.48,16.36,2018-01-03
6541,GA,30424,43457.16,5,OWN,794,802,18,20,1,0,70.51,13.36,2018-08-01
6542,IN,47529,29893.95,2,MORTGAGE,710,718,14,34,0,0,64.16,22.6,2018-01-04
6543,NC,28844,45713.02,5,RENT,712,720,17,19,0,0,73.19,6.2,2021-02-27
6544,NJ,08721,155134.27,8,RENT,581,589,16,34,0,0,59.67,35.91,2023-08-28
6545,NC,28756,51431.56,0,RENT,590,598,18,22,1,0,64.97,41.17,2018-07-27
6546,OH,44364,121078.01,6,OWN,731,739,7,11,0,0,1.44,6.76,2020-06-16
6547,TN,37903,38886.43,6,MORTGAGE,723,731,5,26,1,0,17.25,6.66,2018-08-24
6548,TN,37181,47655.39,6,RENT,813,821,15,33,1,0,15.17,25.96,2020-12-22
6549,TX,79818,50444.75,6,RENT,682,690,4,33,0,0,87.6,26.01,2023-05-22
6550,GA,31185,35551.99,0,OWN,734,742,16,21,0,0,7.79,19.48,2018-11-13
6551,WA,98404,28275.68,10,RENT,629,637,13,11,0,1,3.18,30.82,2023-01-16
6552,TN,37907,94966.01,4,MORTGAGE,597,605,19,39,0,0,6.03,20.6,2019-11-24
6553,NJ,07521,27781.08,5,RENT,675,683,14,15,0,1,18.8,12.61,2020-02-03
6554,NY,11674,38095.48,7,OWN,818,826,18,36,0,1,51.6,36.91,2023-11-12
6555,NJ,08327,62362.11,10,OWN,597,605,17,31,0,0,34.4,5.26,2023-08-08
6556,TN,37247,111840.18,8,RENT,730,738,17,27,0,0,43.97,28.18,2018-11-22
6557,MO,64408,71293.14,5,OWN,845,853,15,17,3,0,82.08,14.54,2018-03-31
6558,IL,62238,27929.19,6,RENT,664,672,4,23,0,0,94.71,33.78,2021-01-16
6559,WA,98407,33943.73,2,RENT,705,713,12,15,0,0,63.33,22.28,2020-07-26
6560,PA,16437,48631.66,6,MORTGAGE,722,730,4,22,2,0,68.25,33.09,2020-07-24
6561,GA,31288,18600.81,3,MORTGAGE,653,661,6,22,1,0,2.42,5.84,2018-08-24
6562,WA,98160,41826.56,6,RENT,773,781,8,16,0,0,64.79,10.73,2019-06-15
6563,CA,95546,273386.46,1,OWN,678,686,18,29,3,0,52.19,38.87,2021-09-05
6564,MD,21414,32331.24,1,RENT,690,698,3,13,0,0,38.21,28.79,2018-04-26
6565,PA,16447,86421.4,3,RENT,606,614,12,20,0,0,15.19,40.38,2019-06-13
6566,TN,37319,70123.81,4,RENT,672,680,10,36,0,1,13.41,17.15,2020-06-11
6567,TX,78326,14553.92,6,MORTGAGE,720,728,3,36,2,0,49.27,15.2,2023-09-02
6568,NY,14465,55406.09,1,MORTGAGE,662,670,10,34,0,0,67.23,32.51,2018-08-17
6569,MD,21561,39572.81,3,MORTGAGE,760,768,19,19,1,0,61.12,20.32,2018-04-19
6570,PA,17235,148587.06,5,RENT,791,799,4,17,0,0,77.76,26.14,2021-04-07
6571,MO,63070,21255.34,2,MORTGAGE,710,718,7,19,0,0,69.7,19.05,2019-03-12
6572,OH,43808,27231.21,8,MORTGAGE,820,828,17,18,0,0,41.39,5.46,2018-02-07
6573,NY,13392,76211.6,2,OWN,731,739,10,18,0,0,80.61,9.2,2022-08-01
6574,TX,78839,86529.88,8,RENT,659,667,8,10,0,0,21.53,11.42,2020-07-04
6575,NJ,08806,39318.93,3,OWN,742,750,7,13,0,0,67.24,21.83,2019-11-27
6576,MO,64207,52510.46,6,OWN,586,594,11,14,0,1,43.55,13.28,2021-01-21
6577,PA,15696,46582.55,4,RENT,732,740,19,19,0,0,43.15,9.55,2020-01-30
6578,IL,61505,139335.28,9,MORTGAGE,688,696,10,36,0,0,67.1,26.77,2021-07-28
6579,GA,30649,77842.28,4,OWN,807,815,9,37,0,0,48.39,23.36,2021-08-09
6580,TN,37539,23877.75,4,MORTGAGE,711,719,9,29,0,0,56.01,36.02,2021-02-14
6581,MO,64705,96307.05,5,RENT,662,670,8,36,0,0,5.95,38.97,2018-10-21
6582,MA,01983,139651.06,3,OWN,645,653,18,10,0,0,69.44,38.67,2020-05-24
6583,IN,47384,18171.93,5,RENT,837,845,16,11,0,0,37.15,17.93,2019-06-15
6584,TX,79658,108932.74,3,MORTGAGE,594,602,3,36,0,0,88.15,38.65,2020-10-17
6585,FL,33937,55976.83,5,MORTGAGE,723,731,17,12,1,0,13.62,39.85,2018-12-27
6586,WI,53077,90257.46,5,RENT,770,778,5,18,0,0,0.36,39.85,2019-04-15
6587,WI,54029,84294.93,10,OWN,634,642,6,26,0,0,50.27,10.27,2019-07-22
6588,MA,02034,23378.6,3,OWN,666,674,11,36,0,0,35.68,16.96,2023-07-30
6589,WI,53221,38418.04,2,MORTGAGE,712,720,11,29,2,1,78.3,21.9,2023-11-27
6590,TX,78227,59275.79,9,RENT,747,755,5,14,0,0,45.36,12.84,2022-09-15
6591,MI,49497,36418.95,2,RENT,672,680,12,30,0,0,46.59,39.91,2023-04-11
6592,NY,14427,75702.65,10,MORTGAGE,690,698,17,11,2,0,4.54,25.71,2023-01-10
6593,IN,46981,27092.4,4,RENT,809,817,12,32,0,1,40.13,25.81,2020-02-19
6594,FL,34582,56034.81,8,RENT,664,672,16,35,0,0,13.15,23.0,2022-06-26
6595,PA,19533,37078.17,10,RENT,740,748,14,30,0,0,32.4,8.28,2022-02-12
6596,MA,01139,30422.91,9,RENT,595,603,13,14,2,0,36.44,17.55,2023-10-07
6597,NY,14267,30247.6,5,MORTGAGE,629,637,15,39,1,1,75.77,36.26,2018-02-04
6598,TX,77779,30161.94,4,RENT,621,629,16,17,1,0,43.59,16.09,2020-03-29
6599,MD,21124,46795.9,3,MORTGAGE,687,695,17,32,0,1,14.48,43.78,2019-07-09
6600,TX,77036,45483.81,3,OWN,762,770,4,14,0,0,41.43,26.78,2022-05-04
6601,TX,76264,97050.85,3,MORTGAGE,687,695,19,29,0,0,10.63,37.15,2021-12-02
6602,CA,95725,40528.17,2,OWN,701,709,18,16,0,0,31.99,28.0,2020-01-23
6603,IL,62024,281157.78,6,RENT,676,684,12,25,0,0,87.44,13.96,2023-12-20
6604,CA,90104,31731.17,2,MORTGAGE,701,709,16,17,1,1,44.47,33.84,2021-02-27
6605,WI,53743,51496.51,7,MORTGAGE,664,672,9,23,0,0,50.52,34.12,2023-04-01
6606,OH,43738,33222.03,1,RENT,576,584,8,10,1,0,27.23,44.59,2023-04-26
6607,VA,22323,21063.57,6,OWN,699,707,9,33,0,0,4.54,35.96,2019-04-21
6608,WA,98728,16069.32,4,OWN,778,786,5,27,3,0,4.18,35.28,2022-09-14
6609,CA,95214,37660.0,5,RENT,725,733,10,31,0,0,6.46,21.77,2023-06-17
6610,TX,76520,60882.82,2,MORTGAGE,732,740,10,28,0,0,22.4,12.5,2020-03-29
6611,MA,02588,97590.03,3,MORTGAGE,827,835,14,10,1,0,34.91,31.58,2020-02-14
6612,NC,28498,63772.66,8,OWN,688,696,5,24,1,0,44.89,24.27,2022-07-31
6613,IN,46440,43840.06,7,RENT,789,797,12,31,0,0,79.49,32.25,2021-06-18
6614,AZ,85551,36237.5,3,RENT,789,797,11,28,0,0,70.62,41.99,2019-04-01
6615,NJ,07030,80698.06,8,MORTGAGE,586,594,14,19,0,0,64.84,26.64,2019-04-10
6616,IL,60699,59183.82,3,MORTGAGE,820,828,13,16,1,0,79.06,39.54,2018-04-02
6617,IL,62381,48731.96,9,MORTGAGE,806,814,6,33,0,0,68.43,22.93,2020-01-04
6618,FL,34231,104698.24,2,MORTGAGE,811,819,11,24,0,0,24.0,32.94,2022-01-27
6619,TX,78603,77903.33,7,RENT,743,751,6,19,0,0,69.59,17.66,2020-01-13
6620,VA,22125,89223.82,3,OWN,775,783,5,35,0,0,59.1,35.97,2021-07-06
6621,NJ,08722,50765.21,2,OWN,838,846,3,25,0,0,45.38,16.56,2023-09-06
6622,WI,54890,135795.64,9,RENT,631,639,18,11,1,0,42.53,34.86,2018-04-13
6623,MO,64892,6862.37,0,MORTGAGE,810,818,8,12,1,0,30.89,14.31,2021-07-03
6624,OH,44851,25247.11,7,OWN,594,602,12,19,1,0,60.07,36.78,2021-02-18
6625,GA,31725,78160.38,7,RENT,845,853,3,12,0,0,79.39,29.86,2020-01-26
6626,NY,10522,46877.82,3,RENT,687,695,7,20,1,0,36.03,10.91,2021-09-22
6627,TN,38402,47953.22,1,OWN,740,748,19,17,0,0,22.24,30.14,2019-03-05
6628,PA,16363,37702.98,4,OWN,698,706,16,11,0,0,13.98,37.67,2022-08-11
6629,TX,78531,28701.11,5,RENT,748,756,16,21,0,1,16.18,5.04,2022-10-11
6630,CA,94965,24891.25,8,MORTGAGE,722,730,10,29,0,0,15.28,30.29,2021-03-31
6631,PA,19520,95570.35,2,RENT,828,836,18,32,0,0,64.59,18.25,2020-11-10
6632,NC,27283,83143.29,4,OWN,658,666,9,11,0,0,84.49,5.4,2022-09-03
6633,WA,99359,49515.35,1,MORTGAGE,722,730,10,16,1,0,20.66,32.12,2019-04-01
6634,IN,47378,33012.6,1,MORTGAGE,669,677,16,37,2,0,27.8,25.55,2021-12-13
6635,FL,33823,21139.43,10,MORTGAGE,750,758,12,29,0,0,29.92,29.58,2021-01-20
6636,AZ,86508,42347.49,3,MORTGAGE,601,609,6,19,0,0,78.16,30.45,2022-11-28
6637,NC,28467,33700.37,3,OWN,773,781,12,33,1,0,75.81,5.25,2022-03-25
6638,MO,63237,52898.04,10,MORTGAGE,579,587,11,14,0,0,46.35,27.22,2023-10-21
6639,IL,61831,43863.67,4,OWN,600,608,10,18,0,0,14.69,24.92,2019-04-29
6640,GA,30795,28759.7,10,OWN,622,630,19,30,0,0,26.88,43.28,2021-01-06
6641,MI,49407,21050.03,5,OWN,627,635,9,18,1,0,73.19,28.46,2023-01-16
6642,TN,38337,104849.78,10,RENT,783,791,4,13,1,0,23.55,35.32,2018-11-23
6643,NC,28716,26894.33,2,RENT,736,744,15,30,0,0,72.9,31.09,2022-09-11
6644,VA,22500,45311.14,1,MORTGAGE,786,794,16,19,0,0,63.38,22.13,2022-05-20
6645,NY,11474,72560.56,8,OWN,598,606,7,11,2,0,68.33,23.98,2023-10-13
6646,GA,31968,130089.27,3,OWN,672,680,18,19,0,0,8.58,13.32,2022-08-02
6647,NJ,08879,66340.77,3,MORTGAGE,664,672,11,15,0,0,26.94,31.78,2020-07-03
6648,GA,30515,36313.53,5,RENT,689,697,17,26,0,1,9.62,33.11,2022-05-27
6649,IN,46392,52912.46,3,MORTGAGE,678,686,3,26,0,0,88.05,36.64,2019-07-24
6650,TX,78030,55310.53,5,MORTGAGE,576,584,12,26,0,0,57.57,37.81,2023-01-02
6651,VA,24639,25102.87,3,RENT,586,594,16,21,0,0,82.48,39.29,2023-09-20
6652,TN,37529,27075.66,6,MORTGAGE,833,841,4,29,0,0,8.16,6.6,2022-05-23
6653,WA,98159,30176.62,6,RENT,651,659,19,32,1,0,93.95,42.21,2021-06-27
6654,MD,21659,19254.38,6,OWN,715,723,13,14,0,0,1.52,39.07,2019-02-27
6655,MI,48523,142543.77,3,RENT,699,707,6,10,0,1,69.28,40.81,2023-01-05
6656,MO,65066,63243.37,7,RENT,742,750,4,14,2,0,2.81,40.67,2023-05-04
6657,TN,38381,33919.1,4,MORTGAGE,731,739,17,38,0,1,17.22,37.31,2023-09-09
6658,WA,98656,60532.1,1,RENT,600,608,5,26,0,0,81.26,43.87,2020-02-18
6659,OH,44589,91769.31,3,RENT,843,851,18,27,1,1,13.85,34.06,2019-02-05
6660,WI,53030,21506.37,3,RENT,745,753,12,23,0,0,46.46,31.78,2019-06-30
6661,TX,76379,107386.07,2,MORTGAGE,707,715,8,15,2,0,86.73,12.1,2019-06-07
6662,VA,22310,151912.4,7,RENT,676,684,4,26,3,0,5.58,20.81,2022-01-12
6663,NC,28447,39843.66,1,OWN,640,648,3,29,0,0,86.35,8.76,2020-07-24
6664,NY,14476,120751.16,4,RENT,665,673,7,29,3,1,10.53,27.81,2020-02-09
6665,NY,10552,30991.8,10,MORTGAGE,708,716,13,19,0,0,55.86,17.02,2019-09-23
6666,IN,46984,84476.7,10,RENT,608,616,18,23,0,0,94.76,7.19,2019-04-08
6667,TX,76880,44345.92,1,OWN,584,592,19,27,0,0,23.56,39.01,2023-10-23
6668,MD,20897,152183.93,1,RENT,606,614,15,14,0,1,70.82,11.95,2018-10-09
6669,MI,49116,39029.71,5,RENT,693,701,19,34,0,0,58.2,36.39,2023-09-06
6670,MO,65702,84646.52,4,MORTGAGE,735,743,18,14,1,0,12.29,31.06,2020-11-23
6671,OH,43650,17024.67,8,RENT,721,729,3,31,0,1,78.26,35.3,2022-11-08
6672,NY,10165,25759.35,10,OWN,792,800,12,21,0,0,69.35,42.81,2019-01-10
6673,VA,22564,40141.38,10,RENT,589,597,10,22,0,1,13.99,33.88,2019-03-24
6674,AZ,85553,15151.05,1,OWN,593,601,18,18,0,0,84.58,10.05,2019-09-30
6675,WI,54345,44420.49,7,RENT,768,776,19,18,0,0,6.14,27.98,2021-03-19
6676,IL,61744,31919.8,1,RENT,725,733,9,15,0,1,21.73,18.28,2022-03-08
6677,OH,44585,27926.05,4,OWN,707,715,7,14,0,0,58.69,41.0,2023-10-26
6678,NJ,08464,56282.06,8,RENT,717,725,18,25,0,1,84.01,6.29,2021-05-15
6679,PA,16111,13591.89,2,RENT,631,639,13,31,0,0,65.4,26.23,2022-12-07
6680,NC,27572,87320.42,9,MORTGAGE,737,745,7,39,0,0,27.39,14.93,2018-06-26
6681,NY,14234,34448.34,9,OWN,605,613,8,24,0,0,92.68,21.34,2022-03-11
6682,TN,38102,28249.24,7,MORTGAGE,698,706,3,22,0,0,50.91,10.02,2022-06-10
6683,MD,21321,49650.3,5,RENT,651,659,8,29,3,0,64.46,9.43,2022-06-24
6684,FL,33155,70059.52,3,RENT,646,654,19,35,2,0,65.67,41.68,2023-12-30
6685,AZ,86548,53252.92,5,OWN,720,728,7,31,0,0,26.9,7.06,2018-07-25
6686,VA,24122,17625.86,2,MORTGAGE,651,659,10,29,0,0,64.99,35.68,2018-03-03
6687,IL,60983,28947.06,10,RENT,620,628,5,11,0,1,13.54,22.99,2021-11-30
6688,MI,48117,35932.32,5,MORTGAGE,732,740,8,19,0,0,2.38,9.68,2020-12-25
6689,MD,21492,122433.26,2,RENT,723,731,13,27,0,0,94.91,41.41,2018-03-01
6690,OH,43520,42734.95,6,MORTGAGE,664,672,19,33,0,0,42.73,43.93,2023-03-17
6691,MO,65668,54455.17,6,MORTGAGE,724,732,19,10,0,0,34.31,10.41,2018-03-27
6692,WI,54902,66126.09,9,RENT,802,810,16,24,2,1,53.12,22.86,2021-11-17
6693,NJ,07332,20348.69,1,OWN,649,657,4,35,0,0,34.22,33.01,2022-11-15
6694,TX,79923,80415.21,8,OWN,617,625,3,34,0,1,37.72,35.06,2020-01-02
6695,TN,38490,76731.86,5,MORTGAGE,711,719,16,35,0,0,64.33,25.24,2022-10-05
6696,PA,15980,120944.74,1,MORTGAGE,698,706,9,23,1,0,87.29,27.63,2021-08-24
6697,CA,91528,20520.38,9,MORTGAGE,669,677,7,25,0,0,24.24,7.99,2023-08-27
6698,VA,24525,36709.23,10,OWN,717,725,15,39,0,0,55.57,37.07,2019-05-17
6699,AZ,85879,106962.85,9,MORTGAGE,622,630,12,10,0,1,64.48,22.96,2020-08-15
6700,CA,93606,16335.01,6,MORTGAGE,813,821,13,26,3,0,42.78,15.03,2022-01-28
6701,WI,53403,47614.96,5,RENT,794,802,3,39,0,0,59.74,42.37,2023-01-26
6702,WA,98094,34060.27,8,MORTGAGE,771,779,6,17,0,0,29.05,42.04,2018-10-06
6703,NC,27325,58980.91,0,MORTGAGE,733,741,14,21,0,0,17.0,10.51,2022-12-23
6704,FL,33536,54562.85,0,OWN,723,731,11,19,1,1,34.89,23.54,2023-06-13
6705,TN,37484,44345.6,9,RENT,726,734,15,21,2,1,90.1,20.12,2023-10-04
6706,VA,23019,54253.44,7,OWN,791,799,7,18,0,0,29.54,19.84,2019-05-27
6707,PA,16850,71277.31,7,MORTGAGE,639,647,19,32,0,0,44.69,7.07,2018-09-06
6708,OH,45866,90917.24,9,RENT,794,802,9,32,0,1,62.68,42.19,2021-11-04
6709,GA,30413,51015.39,5,RENT,705,713,7,38,0,0,21.18,36.89,2022-12-02
6710,NC,28008,33121.09,3,OWN,694,702,9,23,1,0,45.14,37.21,2021-09-20
6711,MO,64943,41492.35,5,MORTGAGE,729,737,16,31,0,0,62.21,24.28,2021-11-21
6712,TX,79050,16484.62,10,RENT,676,684,12,27,1,0,32.02,23.78,2022-03-28
6713,WA,98172,34248.33,4,MORTGAGE,691,699,12,27,0,0,33.48,35.17,2023-08-24
6714,PA,15345,92820.0,2,RENT,735,743,18,20,0,0,77.61,11.26,2020-05-10
6715,WA,99285,24426.71,3,OWN,825,833,13,20,0,0,71.74,11.54,2022-03-24
6716,NY,13716,67013.42,9,RENT,719,727,13,19,0,0,92.11,10.13,2018-09-01
6717,MO,64194,74018.9,9,MORTGAGE,658,666,5,31,0,0,11.81,35.51,2018-04-23
6718,GA,30918,34803.86,7,MORTGAGE,754,762,11,22,0,1,31.46,5.51,2018-08-04
6719,AZ,86471,32663.08,4,MORTGAGE,801,809,9,33,0,0,34.04,23.82,2020-10-12
6720,VA,23070,25757.93,1,MORTGAGE,696,704,14,22,0,0,81.03,20.94,2021-09-28
6721,WA,98887,57018.2,3,RENT,677,685,9,17,0,0,36.49,22.66,2021-09-16
6722,CA,91934,19530.1,6,RENT,655,663,9,24,0,0,48.43,7.41,2023-03-25
6723,MD,20818,206243.13,0,MORTGAGE,714,722,5,27,0,0,70.31,41.36,2019-02-24
6724,IN,46601,26218.66,3,MORTGAGE,663,671,4,33,1,0,4.16,43.4,2019-08-08
6725,FL,32230,39521.59,8,RENT,595,603,9,35,0,0,10.25,6.17,2019-03-16
6726,FL,32044,33061.61,2,MORTGAGE,636,644,15,19,1,0,63.56,36.08,2019-06-08
6727,IL,62651,24910.69,3,RENT,732,740,12,17,2,1,8.76,11.91,2019-02-26
6728,CA,93387,38934.15,5,RENT,626,634,15,16,1,1,50.41,43.58,2021-07-04
6729,MO,65420,89425.56,9,RENT,716,724,16,10,0,0,92.92,38.71,2023-10-01
6730,WI,53103,77697.25,9,MORTGAGE,634,642,4,37,0,0,3.58,40.58,2022-11-08
6731,IN,47601,9342.16,1,MORTGAGE,808,816,13,16,0,1,40.07,6.73,2018-06-23
6732,WI,54075,28204.11,3,OWN,699,707,14,31,1,0,31.19,37.59,2020-03-29
6733,OH,43959,6294.22,1,MORTGAGE,663,671,15,25,0,0,10.11,31.79,2020-12-30
6734,MO,64573,34223.42,7,RENT,581,589,9,29,0,1,63.31,7.9,2021-06-17
6735,FL,34538,122082.39,3,OWN,670,678,10,24,0,0,17.27,35.64,2023-06-11
6736,MO,64037,73118.07,4,MORTGAGE,657,665,15,19,0,0,88.74,11.34,2022-04-07
6737,MD,21433,40559.59,3,RENT,811,819,16,14,2,1,82.04,35.84,2021-01-24
6738,OH,45518,33395.54,9,RENT,709,717,9,24,0,0,34.34,43.1,2019-11-22
6739,WI,53840,22870.44,0,OWN,689,697,17,14,1,0,91.81,17.1,2023-06-09
6740,NY,10532,29119.12,6,OWN,749,757,16,32,0,0,74.17,9.6,2020-10-01
6741,NJ,07989,57791.01,3,RENT,750,758,11,35,2,0,1.7,35.71,2020-11-12
6742,PA,19148,75684.99,3,RENT,811,819,5,23,2,0,13.19,21.18,2018-03-10
6743,FL,32600,36418.73,10,OWN,705,713,14,28,1,0,64.51,7.03,2019-04-15
6744,VA,23842,64124.71,1,RENT,679,687,11,27,0,0,50.83,15.29,2022-04-03
6745,MD,21785,35912.77,3,RENT,586,594,9,33,0,0,9.37,15.78,2020-07-15
6746,MA,02741,41991.69,10,RENT,610,618,5,32,0,0,14.23,23.39,2023-02-02
6747,MD,21911,54235.88,1,RENT,680,688,14,21,2,2,33.57,16.37,2018-03-21
6748,MO,64753,103863.63,10,MORTGAGE,692,700,12,35,0,0,19.61,24.11,2023-07-12
6749,MO,65147,102945.61,9,RENT,844,852,17,31,0,0,3.6,14.74,2019-04-21
6750,MI,49102,57432.06,2,RENT,750,758,18,35,2,0,54.94,14.08,2021-10-31
6751,MD,21540,25893.73,10,RENT,687,695,9,21,0,1,61.29,6.83,2023-01-23
6752,MO,63665,84389.99,3,RENT,665,673,4,22,0,0,50.91,27.79,2021-03-18
6753,GA,30653,38259.26,9,RENT,777,785,15,17,0,0,59.12,28.46,2020-11-05
6754,CA,92168,66251.29,7,RENT,583,591,5,24,0,0,68.8,19.51,2022-06-08
6755,GA,30414,42941.76,8,RENT,631,639,13,39,3,0,84.88,25.87,2020-04-29
6756,CA,91164,107671.99,9,RENT,599,607,17,15,1,0,26.88,8.41,2021-09-20
6757,MD,21799,23325.36,4,RENT,726,734,7,28,0,0,62.96,34.43,2019-07-17
6758,NJ,08879,50281.84,10,MORTGAGE,668,676,7,34,0,0,2.85,34.26,2022-06-27
6759,IN,46029,111846.51,8,OWN,765,773,7,32,0,0,90.43,38.78,2023-08-04
6760,PA,18087,61352.32,2,RENT,727,735,16,15,3,0,3.15,44.5,2023-05-17
6761,FL,33724,119193.76,5,RENT,694,702,8,31,0,1,23.59,34.4,2022-12-21
6762,WI,54081,88221.93,9,RENT,747,755,7,18,0,0,18.64,35.26,2023-05-20
6763,NJ,08839,41613.1,9,RENT,745,753,9,11,0,0,76.34,8.0,2022-09-21
6764,MO,64287,15167.08,5,MORTGAGE,692,700,5,26,0,0,74.84,5.21,2018-11-25
6765,WI,54306,16847.37,7,MORTGAGE,827,835,16,19,1,0,54.76,18.02,2022-05-20
6766,FL,34725,18860.66,9,MORTGAGE,707,715,18,13,0,0,78.03,10.17,2019-02-09
6767,TX,75504,62040.01,5,MORTGAGE,696,704,6,38,1,0,74.21,20.66,2019-08-14
6768,WA,98270,47146.39,8,MORTGAGE,734,742,10,18,0,0,54.92,8.89,2021-02-15
6769,OH,43069,141098.48,1,OWN,589,597,13,27,0,0,86.82,21.42,2019-08-31
6770,MO,63256,23278.29,6,MORTGAGE,726,734,16,30,1,0,93.71,40.04,2023-02-20
6771,MI,49213,30747.86,0,OWN,741,749,4,16,0,0,12.96,18.4,2022-07-23
6772,OH,43147,47864.83,8,MORTGAGE,764,772,5,35,0,0,54.76,10.14,2023-08-09
6773,NC,27638,51908.1,1,MORTGAGE,807,815,19,33,0,0,9.56,13.86,2020-11-06
6774,NC,27899,44563.87,10,OWN,625,633,8,31,0,1,41.63,42.79,2018-03-04
6775,WA,98471,86055.73,10,MORTGAGE,700,708,13,25,0,1,11.3,43.5,2023-07-01
6776,TN,37197,37856.38,5,MORTGAGE,698,706,5,31,3,1,49.44,19.33,2018-07-07
6777,FL,34020,113650.86,9,OWN,733,741,12,18,0,0,26.69,23.38,2019-02-13
6778,MO,63736,65479.8,6,OWN,731,739,5,34,0,0,54.88,11.62,2022-09-14
6779,AZ,85367,46917.96,5,RENT,671,679,19,34,0,0,30.38,13.36,2018-04-15
6780,TN,38510,55345.95,9,RENT,690,698,14,35,0,0,23.01,20.42,2019-10-20
6781,MD,21087,25082.74,4,RENT,829,837,7,28,0,1,10.84,21.71,2023-04-22
6782,NJ,07529,26374.8,5,MORTGAGE,640,648,5,26,0,0,59.55,15.99,2021-02-13
6783,WI,54427,82996.92,9,RENT,674,682,13,17,0,0,62.06,27.23,2022-12-04
6784,MO,63046,31539.46,2,OWN,839,847,10,34,0,0,78.07,16.23,2020-05-21
6785,OH,43371,59904.53,0,RENT,796,804,10,23,0,1,68.87,10.72,2022-07-20
6786,MD,20975,63857.42,5,RENT,658,666,6,39,0,0,2.01,35.76,2019-06-10
