perf_id,loan_id,snapshot_date,loan_status,out_prncp,out_prncp_inv,total_pymnt,total_rec_prncp,total_rec_int,recoveries,collection_fees,last_payment_date,last_payment_amount
7385,7385,2024-12-31,Current,16004.9,16004.9,5661.6,3986.84,1674.76,0.0,0.0,2024-12-06,404.4
7386,7386,2024-12-31,Current,13819.47,13819.47,2780.12,1067.68,1712.44,0.0,0.0,2024-12-14,397.16
7387,7387,2024-12-31,Fully Paid,0.06,0.06,10955.88,7468.18,3487.7,0.0,0.0,2024-05-29,304.33
7388,7388,2024-12-31,Fully Paid,0.03,0.03,19590.84,17877.4,1713.44,0.0,0.0,2023-10-29,544.19
7389,7389,2024-12-31,Fully Paid,0.19,0.19,22666.68,19831.73,2834.95,0.0,0.0,2023-09-05,629.63
7390,7390,2024-12-31,Current,9784.25,9784.25,11565.68,9767.56,1798.12,0.0,0.0,2024-12-18,608.72
7391,7391,2024-12-31,Current,8368.07,8368.07,8146.4,6418.24,1728.16,0.0,0.0,2024-12-14,479.2
7392,7392,2024-12-31,Current,1513.43,1513.43,6934.97,5858.73,1076.24,0.0,0.0,2024-12-28,141.53
7393,7393,2024-12-31,Current,8230.75,8230.75,2363.28,1724.72,638.56,0.0,0.0,2024-12-19,196.94
7394,7394,2024-12-31,Fully Paid,0,0,16906.98,14964.99,1941.99,0.0,0.0,2024-08-05,469.58
7395,7395,2024-12-31,Current,5475.38,5475.38,5275.61,4280.58,995.03,0.0,0.0,2024-12-12,310.33
7396,7396,2024-12-31,Current,2713.82,2713.82,12817.42,9080.43,3736.99,0.0,0.0,2024-12-02,261.58
7397,7397,2024-12-31,Current,13766.4,13766.4,7366.32,6232.67,1133.65,0.0,0.0,2024-12-16,613.86
7398,7398,2024-12-31,Current,1758.8,1758.8,6315.68,5557.24,758.44,0.0,0.0,2024-12-22,225.56
7399,7399,2024-12-31,Current,554.96,554.96,19773.25,14270.15,5503.1,0.0,0.0,2024-12-23,564.95
7400,7400,2024-12-31,Current,11329.4,11329.4,9656.16,8120.84,1535.32,0.0,0.0,2024-12-18,603.51
7401,7401,2024-12-31,Charged Off,6132.88,6132.88,32384.1,23327.85,9056.25,1270.33,101.63,2024-03-06,149.87
7402,7402,2024-12-31,Charged Off,2418.52,2418.52,3302.4,2503.05,799.35,406.63,32.53,2023-10-20,45.42
7403,7403,2024-12-31,Current,2810.97,2810.97,32113.95,21560.23,10553.72,0.0,0.0,2024-12-26,583.89
7404,7404,2024-12-31,Current,9426.4,9426.4,25959.7,20325.58,5634.12,0.0,0.0,2024-12-09,998.45
7405,7405,2024-12-31,Current,2903.12,2903.12,6358.56,4514.67,1843.89,0.0,0.0,2024-12-12,264.94
7406,7406,2024-12-31,Fully Paid,0,0,13702.59,11809.89,1892.7,0.0,0.0,2023-02-13,380.54
7407,7407,2024-12-31,Fully Paid,0,0,15041.66,9806.96,5234.7,0.0,0.0,2023-11-07,417.61
7408,7408,2024-12-31,Current,15273.57,15273.57,27316.62,9710.91,17605.71,0.0,0.0,2024-12-08,803.43
7409,7409,2024-12-31,Fully Paid,0.05,0.05,36275.4,29974.45,6300.95,0.0,0.0,2023-04-20,1007.65
7410,7410,2024-12-31,Current,2257.45,2257.45,6142.5,5063.02,1079.48,0.0,0.0,2024-12-25,236.25
7411,7411,2024-12-31,Current,15856.5,15856.5,5969.74,3616.63,2353.11,0.0,0.0,2024-12-14,426.41
7412,7412,2024-12-31,Fully Paid,0.12,0.12,21611.52,14614.16,6997.36,0.0,0.0,2023-12-04,600.32
7413,7413,2024-12-31,Current,8380.53,8380.53,3946.03,3351.8,594.23,0.0,0.0,2024-12-13,358.73
7414,7414,2024-12-31,Charged Off,13051.62,13051.62,11520.3,6492.8,5027.5,1373.55,109.88,2023-04-18,115.38
7415,7415,2024-12-31,Current,9276.82,9276.82,13244.6,8714.65,4529.95,0.0,0.0,2024-12-20,662.23
7416,7416,2024-12-31,Current,12485.05,12485.05,3623.13,2387.18,1235.95,0.0,0.0,2024-12-25,517.59
7417,7417,2024-12-31,Current,1770.03,1770.03,7759.24,5712.7,2046.54,0.0,0.0,2024-12-19,267.56
7418,7418,2024-12-31,Current,2766.39,2766.39,18445.44,15233.08,3212.36,0.0,0.0,2024-12-23,354.72
7419,7419,2024-12-31,Current,10420.29,10420.29,1946.72,1269.38,677.34,0.0,0.0,2024-12-02,243.34
7420,7420,2024-12-31,Fully Paid,0,0,57140.12,39068.3,18071.82,0.0,0.0,2023-09-30,1587.07
7421,7421,2024-12-31,Current,8105.36,8105.36,15702.33,11349.13,4353.2,0.0,0.0,2024-12-01,682.71
7422,7422,2024-12-31,Current,4805.99,4805.99,6298.38,5052.12,1246.26,0.0,0.0,2024-12-11,190.86
7423,7423,2024-12-31,Current,3476.54,3476.54,14775.39,6475.18,8300.21,0.0,0.0,2024-12-19,314.37
7424,7424,2024-12-31,Current,18386.35,18386.35,4374.0,1602.86,2771.14,0.0,0.0,2024-12-05,546.75
7425,7425,2024-12-31,Current,6234.96,6234.96,22797.04,18359.13,4437.91,0.0,0.0,2024-12-27,814.18
7426,7426,2024-12-31,Fully Paid,0.11,0.11,13047.12,11779.3,1267.82,0.0,0.0,2024-06-28,362.42
7427,7427,2024-12-31,Current,12451.33,12451.33,26028.99,16736.56,9292.43,0.0,0.0,2024-12-10,667.41
7428,7428,2024-12-31,Current,8014.59,8014.59,15249.69,11756.56,3493.13,0.0,0.0,2024-12-08,663.03
7429,7429,2024-12-31,Current,20134.87,20134.87,27838.42,14522.21,13316.21,0.0,0.0,2024-12-23,1465.18
7430,7430,2024-12-31,Current,3592.2,3592.2,1995.19,1269.69,725.5,0.0,0.0,2024-12-28,105.01
7431,7431,2024-12-31,Current,13607.25,13607.25,11890.78,3907.61,7983.17,0.0,0.0,2024-12-07,540.49
7432,7432,2024-12-31,Current,9788.15,9788.15,13532.2,9860.49,3671.71,0.0,0.0,2024-12-05,676.61
7433,7433,2024-12-31,Fully Paid,0,0,9272.67,7381.25,1891.42,0.0,0.0,2023-07-17,257.37
7434,7434,2024-12-31,Current,8075.93,8075.93,2535.13,1895.78,639.35,0.0,0.0,2024-12-16,195.01
7435,7435,2024-12-31,Charged Off,2518.0,2518.0,4498.2,2468.65,2029.55,974.55,77.96,2024-01-06,45.1
7436,7436,2024-12-31,Charged Off,11831.13,11831.13,18377.94,13082.15,5295.79,2759.75,220.78,2024-06-12,187.54
7437,7437,2024-12-31,Current,21697.33,21697.33,4650.03,3018.48,1631.55,0.0,0.0,2024-12-27,516.67
7438,7438,2024-12-31,Current,3075.59,3075.59,4695.04,1882.58,2812.46,0.0,0.0,2024-12-20,146.72
7439,7439,2024-12-31,Current,1108.27,1108.27,21727.26,13555.06,8172.2,0.0,0.0,2024-12-17,381.18
7440,7440,2024-12-31,Current,180.11,180.11,6409.55,4757.7,1651.85,0.0,0.0,2024-12-18,183.13
7441,7441,2024-12-31,Current,16912.08,16912.08,30780.75,12724.18,18056.57,0.0,0.0,2024-12-03,879.45
7442,7442,2024-12-31,Current,932.13,932.13,7608.64,6461.44,1147.2,0.0,0.0,2024-12-04,237.77
7443,7443,2024-12-31,Current,704.74,704.74,10210.48,6670.06,3540.42,0.0,0.0,2024-12-01,182.33
7444,7444,2024-12-31,Fully Paid,0.14,0.14,36196.2,29653.77,6542.43,0.0,0.0,2024-11-26,1005.45
7445,7445,2024-12-31,Current,6132.02,6132.02,18752.36,11652.93,7099.43,0.0,0.0,2024-12-06,426.19
7446,7446,2024-12-31,Current,1313.0,1313.0,6678.0,6011.88,666.12,0.0,0.0,2024-12-06,222.6
7447,7447,2024-12-31,Fully Paid,0.0,0.0,13907.52,11946.44,1961.08,0.0,0.0,2024-06-25,386.32
7448,7448,2024-12-31,Current,733.24,733.24,8262.54,6545.86,1716.68,0.0,0.0,2024-12-19,250.38
7449,7449,2024-12-31,Current,14950.39,14950.39,12674.2,4544.65,8129.55,0.0,0.0,2024-12-19,576.1
7450,7450,2024-12-31,Current,3801.1,3801.1,7436.13,6125.61,1310.52,0.0,0.0,2024-12-30,190.67
7451,7451,2024-12-31,Fully Paid,0,0,5790.96,4868.96,922.0,0.0,0.0,2024-01-23,160.86
7452,7452,2024-12-31,Fully Paid,0.07,0.07,13605.84,11988.25,1617.59,0.0,0.0,2023-06-17,377.94
7453,7453,2024-12-31,Current,12648.5,12648.5,4317.6,1926.06,2391.54,0.0,0.0,2024-12-10,616.8
7454,7454,2024-12-31,Current,25701.18,25701.18,8364.79,4194.19,4170.6,0.0,0.0,2024-12-21,1194.97
7455,7455,2024-12-31,Current,3930.07,3930.07,1292.8,936.08,356.72,0.0,0.0,2024-12-28,161.6
7456,7456,2024-12-31,Current,11956.0,11956.0,27114.75,12852.94,14261.81,0.0,0.0,2024-12-20,695.25
7457,7457,2024-12-31,Current,11255.62,11255.62,12805.25,6415.02,6390.23,0.0,0.0,2024-12-12,753.25
7458,7458,2024-12-31,Current,10297.81,10297.81,2764.9,1409.49,1355.41,0.0,0.0,2024-12-27,276.49
7459,7459,2024-12-31,Current,2760.66,2760.66,31387.4,22102.28,9285.12,0.0,0.0,2024-12-31,570.68
7460,7460,2024-12-31,Current,1899.45,1899.45,15114.54,10058.98,5055.56,0.0,0.0,2024-12-20,285.18
7461,7461,2024-12-31,Fully Paid,0,0,35162.62,29994.7,5167.92,0.0,0.0,2023-06-14,976.72
7462,7462,2024-12-31,Current,15074.03,15074.03,5604.3,4348.46,1255.84,0.0,0.0,2024-12-18,622.7
7463,7463,2024-12-31,Fully Paid,0,0,19765.21,14871.18,4894.03,0.0,0.0,2024-10-20,548.81
7464,7464,2024-12-31,Current,7421.31,7421.31,19875.7,17517.1,2358.6,0.0,0.0,2024-12-09,764.45
7465,7465,2024-12-31,Current,2572.26,2572.26,3680.6,2404.25,1276.35,0.0,0.0,2024-12-28,184.03
7466,7466,2024-12-31,Current,6805.47,6805.47,1372.98,523.6,849.38,0.0,0.0,2024-12-15,196.14
7467,7467,2024-12-31,Fully Paid,0,0,21228.64,14614.56,6614.08,0.0,0.0,2024-09-16,589.49
7468,7468,2024-12-31,Current,4496.09,4496.09,7880.18,5428.18,2452.0,0.0,0.0,2024-12-18,358.19
7469,7469,2024-12-31,Charged Off,8695.22,8695.22,10352.88,6191.07,4161.81,2036.19,162.9,2023-04-25,225.29
7470,7470,2024-12-31,Fully Paid,0.12,0.12,27352.08,24479.51,2872.57,0.0,0.0,2023-04-15,759.78
7471,7471,2024-12-31,Current,5247.93,5247.93,18082.6,14286.29,3796.31,0.0,0.0,2024-12-08,393.1
7472,7472,2024-12-31,Fully Paid,0,0,33321.17,29338.12,3983.05,0.0,0.0,2023-02-20,925.52
7473,7473,2024-12-31,Current,11406.95,11406.95,9580.16,8389.64,1190.52,0.0,0.0,2024-12-21,598.76
7474,7474,2024-12-31,Fully Paid,0.16,0.16,17413.56,14645.27,2768.29,0.0,0.0,2023-10-29,483.71
7475,7475,2024-12-31,Current,5234.36,5234.36,12839.5,9472.66,3366.84,0.0,0.0,2024-12-25,513.58
7476,7476,2024-12-31,Fully Paid,0.1,0.1,5761.8,4877.37,884.43,0.0,0.0,2024-10-11,160.05
7477,7477,2024-12-31,Current,3884.67,3884.67,8567.76,5928.44,2639.32,0.0,0.0,2024-12-19,356.99
7478,7478,2024-12-31,Current,15240.24,15240.24,11991.45,9263.32,2728.13,0.0,0.0,2024-12-25,799.43
7479,7479,2024-12-31,Current,3172.99,3172.99,31092.66,14657.89,16434.77,0.0,0.0,2024-12-29,575.79
7480,7480,2024-12-31,Fully Paid,0,0,19306.71,17660.21,1646.5,0.0,0.0,2024-12-03,536.21
7481,7481,2024-12-31,Current,14808.55,14808.55,3738.57,2873.28,865.29,0.0,0.0,2024-12-11,339.87
7482,7482,2024-12-31,Fully Paid,0,0,20426.3,17477.36,2948.94,0.0,0.0,2023-09-11,567.3
7483,7483,2024-12-31,Fully Paid,0.15,0.15,32805.72,24577.68,8228.04,0.0,0.0,2024-12-02,911.27
7484,7484,2024-12-31,Current,12516.14,12516.14,3474.35,2141.77,1332.58,0.0,0.0,2024-12-26,315.85
7485,7485,2024-12-31,Current,4192.54,4192.54,8705.58,5740.38,2965.2,0.0,0.0,2024-12-22,223.22
7486,7486,2024-12-31,Current,9705.7,9705.7,15403.5,10216.5,5187.0,0.0,0.0,2024-12-24,733.5
7487,7487,2024-12-31,Current,6640.36,6640.36,11691.02,7929.13,3761.89,0.0,0.0,2024-12-05,531.41
7488,7488,2024-12-31,Charged Off,4594.72,4594.72,29460.15,13078.07,16382.08,1434.67,114.77,2024-10-13,131.67
7489,7489,2024-12-31,Current,8196.35,8196.35,2511.12,1573.22,937.9,0.0,0.0,2024-12-06,209.26
7490,7490,2024-12-31,Current,824.26,824.26,9428.1,6469.7,2958.4,0.0,0.0,2024-12-21,285.7
7491,7491,2024-12-31,Current,22294.44,22294.44,20289.1,12516.71,7772.39,0.0,0.0,2024-12-06,780.35
7492,7492,2024-12-31,Fully Paid,0.1,0.1,8551.44,7361.62,1189.82,0.0,0.0,2024-02-14,237.54
7493,7493,2024-12-31,Current,22104.0,22104.0,3536.89,2327.96,1208.93,0.0,0.0,2024-12-15,505.27
7494,7494,2024-12-31,Current,4638.17,4638.17,19413.12,15102.3,4310.82,0.0,0.0,2024-12-26,404.44
7495,7495,2024-12-31,Fully Paid,0.05,0.05,10622.52,9770.4,852.12,0.0,0.0,2024-08-19,295.07
7496,7496,2024-12-31,Current,7959.13,7959.13,2075.64,1747.3,328.34,0.0,0.0,2024-12-30,296.52
7497,7497,2024-12-31,Current,6090.42,6090.42,14582.5,11842.98,2739.52,0.0,0.0,2024-12-10,583.3
7498,7498,2024-12-31,Current,3753.96,3753.96,7405.92,3603.42,3802.5,0.0,0.0,2024-12-11,200.16
7499,7499,2024-12-31,Fully Paid,0.01,0.01,13657.32,11813.78,1843.54,0.0,0.0,2024-11-14,379.37
7500,7500,2024-12-31,Current,5629.87,5629.87,5420.8,4126.57,1294.23,0.0,0.0,2024-12-20,193.6
7501,7501,2024-12-31,Current,745.79,745.79,12822.42,11108.49,1713.93,0.0,0.0,2024-12-17,377.13
7502,7502,2024-12-31,Current,9988.61,9988.61,11543.22,7547.29,3995.93,0.0,0.0,2024-12-02,641.29
7503,7503,2024-12-31,Fully Paid,0.12,0.12,21769.2,19762.1,2007.1,0.0,0.0,2023-10-04,604.7
7504,7504,2024-12-31,Current,10535.58,10535.58,34310.79,23616.28,10694.51,0.0,0.0,2024-12-13,1270.77
7505,7505,2024-12-31,Current,6913.18,6913.18,1599.36,430.75,1168.61,0.0,0.0,2024-12-01,228.48
7506,7506,2024-12-31,Charged Off,11427.19,11427.19,9530.55,6282.52,3248.03,2858.88,228.71,2023-08-19,23.51
7507,7507,2024-12-31,Current,2977.02,2977.02,8554.04,7018.71,1535.33,0.0,0.0,2024-12-19,194.41
7508,7508,2024-12-31,Current,2944.35,2944.35,7858.24,7030.51,827.73,0.0,0.0,2024-12-13,302.24
7509,7509,2024-12-31,Fully Paid,0,0,31858.78,29329.4,2529.38,0.0,0.0,2023-05-13,884.83
7510,7510,2024-12-31,Current,5515.3,5515.3,14342.16,9160.47,5181.69,0.0,0.0,2024-12-20,341.48
7511,7511,2024-12-31,Fully Paid,335.71,335.71,11888.1,9553.16,2334.94,0.0,0.0,2024-12-10,339.66
7512,7512,2024-12-31,Current,9210.22,9210.22,14293.23,10206.61,4086.62,0.0,0.0,2024-12-29,680.63
7513,7513,2024-12-31,Fully Paid,0.1,0.1,10567.8,9718.61,849.19,0.0,0.0,2023-02-07,293.55
7514,7514,2024-12-31,Current,11341.38,11341.38,4647.84,3498.15,1149.69,0.0,0.0,2024-12-17,290.49
7515,7515,2024-12-31,Current,20693.38,20693.38,24969.9,14223.84,10746.06,0.0,0.0,2024-12-29,832.33
7516,7516,2024-12-31,Current,959.82,959.82,7892.16,6333.76,1558.4,0.0,0.0,2024-12-24,246.63
7517,7517,2024-12-31,Current,3343.04,3343.04,5046.93,3945.08,1101.85,0.0,0.0,2024-12-03,240.33
7518,7518,2024-12-31,Charged Off,8586.5,8586.5,6471.92,3057.86,3414.06,1168.73,93.5,2022-03-20,116.97
7519,7519,2024-12-31,Fully Paid,0.23,0.23,11153.52,9807.23,1346.29,0.0,0.0,2024-10-13,309.82
7520,7520,2024-12-31,Current,2962.82,2962.82,16324.5,8936.79,7387.71,0.0,0.0,2024-12-24,326.49
7521,7521,2024-12-31,Fully Paid,0,0,13757.59,11744.14,2013.45,0.0,0.0,2024-10-02,381.99
7522,7522,2024-12-31,Current,1494.3,1494.3,9405.4,8477.14,928.26,0.0,0.0,2024-12-31,303.4
7523,7523,2024-12-31,Charged Off,4927.88,4927.88,5759.09,5034.25,724.84,1850.84,148.07,2023-09-03,49.32
7524,7524,2024-12-31,Fully Paid,0.1,0.1,39188.16,34432.93,4755.23,0.0,0.0,2023-06-30,1088.56
7525,7525,2024-12-31,Current,11182.64,11182.64,5993.57,3692.09,2301.48,0.0,0.0,2024-12-03,544.87
7526,7526,2024-12-31,Fully Paid,0.1,0.1,17781.12,14787.6,2993.52,0.0,0.0,2023-09-20,493.92
7527,7527,2024-12-31,Current,17713.25,17713.25,3175.12,2273.22,901.9,0.0,0.0,2024-12-25,396.89
7528,7528,2024-12-31,Fully Paid,0,0,6783.39,4961.44,1821.95,0.0,0.0,2023-11-15,188.34
7529,7529,2024-12-31,Fully Paid,0,0,25825.92,19492.71,6333.21,0.0,0.0,2024-09-16,717.27
7530,7530,2024-12-31,Fully Paid,0,0,18257.19,14821.66,3435.53,0.0,0.0,2024-06-02,506.94
7531,7531,2024-12-31,Current,1259.25,1259.25,5428.8,3591.81,1836.99,0.0,0.0,2024-12-06,113.1
7532,7532,2024-12-31,Current,7843.08,7843.08,33946.53,26759.56,7186.97,0.0,0.0,2024-12-24,1170.57
7533,7533,2024-12-31,Fully Paid,0,0,19672.37,17842.71,1829.66,0.0,0.0,2023-07-11,546.27
7534,7534,2024-12-31,Current,5921.41,5921.41,6548.78,4010.06,2538.72,0.0,0.0,2024-12-05,225.82
7535,7535,2024-12-31,Current,33734.21,33734.21,13580.19,5521.69,8058.5,0.0,0.0,2024-12-05,1044.63
7536,7536,2024-12-31,Current,2060.35,2060.35,8748.14,7646.09,1102.05,0.0,0.0,2024-12-06,301.66
7537,7537,2024-12-31,Fully Paid,0.18,0.18,16339.32,14859.32,1480.0,0.0,0.0,2024-05-01,453.87
7538,7538,2024-12-31,Current,688.0,688.0,13217.16,11115.0,2102.16,0.0,0.0,2024-12-17,231.88
7539,7539,2024-12-31,Current,10039.26,10039.26,3080.91,1779.38,1301.53,0.0,0.0,2024-12-10,440.13
7540,7540,2024-12-31,Current,8323.84,8323.84,4806.24,3358.32,1447.92,0.0,0.0,2024-12-19,400.52
7541,7541,2024-12-31,Current,5311.3,5311.3,10519.16,6409.71,4109.45,0.0,0.0,2024-12-09,276.82
7542,7542,2024-12-31,Current,1144.75,1144.75,13081.75,8787.16,4294.59,0.0,0.0,2024-12-07,237.85
7543,7543,2024-12-31,Current,8308.66,8308.66,19773.5,16451.45,3322.05,0.0,0.0,2024-12-26,790.94
7544,7544,2024-12-31,Current,3737.09,3737.09,13617.24,11150.17,2467.07,0.0,0.0,2024-12-29,486.33
7545,7545,2024-12-31,Current,15026.41,15026.41,6495.9,4921.85,1574.05,0.0,0.0,2024-12-05,649.59
7546,7546,2024-12-31,Current,15536.27,15536.27,7812.35,4328.6,3483.75,0.0,0.0,2024-12-28,459.55
7547,7547,2024-12-31,Current,22530.82,22530.82,14869.2,7343.41,7525.79,0.0,0.0,2024-12-16,1239.1
7548,7548,2024-12-31,Current,1081.54,1081.54,38133.55,33150.76,4982.79,0.0,0.0,2024-12-27,1089.53
7549,7549,2024-12-31,Fully Paid,0,0,16566.48,14702.5,1863.98,0.0,0.0,2023-10-19,460.18
7550,7550,2024-12-31,Fully Paid,0,0,12879.12,9751.73,3127.39,0.0,0.0,2024-06-27,357.52
7551,7551,2024-12-31,Fully Paid,0.18,0.18,8720.64,7382.03,1338.61,0.0,0.0,2023-05-21,242.24
7552,7552,2024-12-31,Fully Paid,0.04,0.04,23354.64,19495.46,3859.18,0.0,0.0,2023-02-05,648.74
7553,7553,2024-12-31,Current,17681.25,17681.25,31864.68,16967.07,14897.61,0.0,0.0,2024-12-19,885.13
7554,7554,2024-12-31,Current,5573.12,5573.12,14824.68,11925.62,2899.06,0.0,0.0,2024-12-23,344.76
7555,7555,2024-12-31,Current,5807.85,5807.85,5040.96,4031.85,1009.11,0.0,0.0,2024-12-12,315.06
7556,7556,2024-12-31,Current,1293.06,1293.06,4974.48,3602.68,1371.8,0.0,0.0,2024-12-08,105.84
7557,7557,2024-12-31,Fully Paid,0.13,0.13,16178.4,14619.28,1559.12,0.0,0.0,2023-08-13,449.4
7558,7558,2024-12-31,Current,4293.86,4293.86,4675.09,2999.6,1675.49,0.0,0.0,2024-12-10,161.21
7559,7559,2024-12-31,Current,12310.13,12310.13,9951.9,7143.48,2808.42,0.0,0.0,2024-12-13,663.46
7560,7560,2024-12-31,Current,13132.53,13132.53,6734.84,1832.85,4901.99,0.0,0.0,2024-12-04,481.06
7561,7561,2024-12-31,Charged Off,18233.6,18233.6,22899.06,11656.71,11242.35,4760.98,380.88,2022-01-13,400.0
7562,7562,2024-12-31,Current,7206.2,7206.2,5202.86,2761.24,2441.62,0.0,0.0,2024-12-20,400.22
7563,7563,2024-12-31,Fully Paid,0,0,17988.47,14927.93,3060.54,0.0,0.0,2023-08-05,499.67
7564,7564,2024-12-31,Current,2479.44,2479.44,15982.36,12236.73,3745.63,0.0,0.0,2024-12-10,515.56
7565,7565,2024-12-31,Fully Paid,0,0,11930.91,9830.44,2100.47,0.0,0.0,2024-11-18,331.21
7566,7566,2024-12-31,Current,4408.54,4408.54,27732.29,25076.49,2655.8,0.0,0.0,2024-12-11,894.59
7567,7567,2024-12-31,Current,9828.96,9828.96,21026.92,9672.1,11354.82,0.0,0.0,2024-12-28,553.34
7568,7568,2024-12-31,Current,3958.69,3958.69,14718.48,10917.83,3800.65,0.0,0.0,2024-12-03,525.66
7569,7569,2024-12-31,Current,15178.64,15178.64,18883.84,14524.22,4359.62,0.0,0.0,2024-12-17,590.12
7570,7570,2024-12-31,Current,12861.91,12861.91,6529.27,4609.33,1919.94,0.0,0.0,2024-12-11,593.57
7571,7571,2024-12-31,Current,4599.8,4599.8,43124.94,29592.51,13532.43,0.0,0.0,2024-12-21,798.61
7572,7572,2024-12-31,Fully Paid,0,0,12579.29,9740.9,2838.39,0.0,0.0,2023-06-17,349.24
7573,7573,2024-12-31,Current,4313.55,4313.55,11056.5,7491.55,3564.95,0.0,0.0,2024-12-08,263.25
7574,7574,2024-12-31,Current,19164.13,19164.13,10767.6,5472.43,5295.17,0.0,0.0,2024-12-10,598.2
7575,7575,2024-12-31,Current,6842.81,6842.81,13890.14,7735.64,6154.5,0.0,0.0,2024-12-10,365.53
7576,7576,2024-12-31,Current,3254.6,3254.6,20933.99,16269.7,4664.29,0.0,0.0,2024-12-09,675.29
7577,7577,2024-12-31,Current,30861.02,30861.02,14614.6,8855.06,5759.54,0.0,0.0,2024-12-24,1461.46
7578,7578,2024-12-31,Current,3726.96,3726.96,19254.55,8267.82,10986.73,0.0,0.0,2024-12-11,392.95
7579,7579,2024-12-31,Fully Paid,0.0,0.0,19871.64,17871.71,1999.93,0.0,0.0,2023-03-01,551.99
7580,7580,2024-12-31,Current,4203.64,4203.64,8991.0,3277.23,5713.77,0.0,0.0,2024-12-29,243.0
7581,7581,2024-12-31,Current,5961.12,5961.12,3395.75,1358.35,2037.4,0.0,0.0,2024-12-03,199.75
7582,7582,2024-12-31,Current,1818.88,1818.88,31252.12,27281.9,3970.22,0.0,0.0,2024-12-10,919.18
7583,7583,2024-12-31,Current,8394.65,8394.65,3386.37,1369.64,2016.73,0.0,0.0,2024-12-03,260.49
7584,7584,2024-12-31,Current,9509.82,9509.82,3956.49,2341.96,1614.53,0.0,0.0,2024-12-21,439.61
7585,7585,2024-12-31,Current,23236.17,23236.17,25076.25,11345.45,13730.8,0.0,0.0,2024-12-12,928.75
7586,7586,2024-12-31,Fully Paid,0.12,0.12,43212.6,29619.68,13592.92,0.0,0.0,2024-08-30,1200.35
7587,7587,2024-12-31,Current,7152.93,7152.93,13668.67,10377.01,3291.66,0.0,0.0,2024-12-09,594.29
7588,7588,2024-12-31,Current,14807.91,14807.91,13374.08,9576.23,3797.85,0.0,0.0,2024-12-16,835.88
7589,7589,2024-12-31,Current,8787.47,8787.47,15235.22,10893.43,4341.79,0.0,0.0,2024-12-24,692.51
7590,7590,2024-12-31,Current,9218.42,9218.42,10024.56,5735.75,4288.81,0.0,0.0,2024-12-25,589.68
7591,7591,2024-12-31,Current,5828.0,5828.0,5915.32,4134.99,1780.33,0.0,0.0,2024-12-27,347.96
7592,7592,2024-12-31,Fully Paid,0,0,37532.37,34331.53,3200.84,0.0,0.0,2024-11-08,1042.42
7593,7593,2024-12-31,Current,2364.71,2364.71,19440.96,15612.11,3828.85,0.0,0.0,2024-12-03,607.53
7594,7594,2024-12-31,Current,6690.18,6690.18,6599.74,5006.61,1593.13,0.0,0.0,2024-12-14,388.22
7595,7595,2024-12-31,Charged Off,9245.56,9245.56,1214.25,538.65,675.6,1142.74,91.42,2022-02-02,78.6
7596,7596,2024-12-31,Current,6990.65,6990.65,3272.17,2819.64,452.53,0.0,0.0,2024-12-31,297.47
7597,7597,2024-12-31,Fully Paid,0.14,0.14,34840.8,29737.35,5103.45,0.0,0.0,2023-03-31,967.8
7598,7598,2024-12-31,Current,5726.27,5726.27,7463.25,4068.51,3394.74,0.0,0.0,2024-12-30,240.75
7599,7599,2024-12-31,Current,3386.16,3386.16,2581.88,1605.5,976.38,0.0,0.0,2024-12-14,184.42
7600,7600,2024-12-31,Fully Paid,0,0,12416.71,9893.7,2523.01,0.0,0.0,2024-06-02,344.86
7601,7601,2024-12-31,Fully Paid,0.14,0.14,16083.0,14584.98,1498.02,0.0,0.0,2023-05-09,446.75
7602,7602,2024-12-31,Current,14391.0,14391.0,10813.14,5152.2,5660.94,0.0,0.0,2024-12-14,831.78
7603,7603,2024-12-31,Current,3375.75,3375.75,6010.18,3922.2,2087.98,0.0,0.0,2024-12-19,273.19
7604,7604,2024-12-31,Current,4477.03,4477.03,19414.34,15152.35,4261.99,0.0,0.0,2024-12-19,669.46
7605,7605,2024-12-31,Current,3416.56,3416.56,5227.11,3911.9,1315.21,0.0,0.0,2024-12-19,248.91
7606,7606,2024-12-31,Current,8431.45,8431.45,5036.04,3227.02,1809.02,0.0,0.0,2024-12-17,419.67
7607,7607,2024-12-31,Current,4475.94,4475.94,4074.72,2853.92,1220.8,0.0,0.0,2024-12-14,254.67
7608,7608,2024-12-31,Fully Paid,0.06,0.06,13724.64,11666.86,2057.78,0.0,0.0,2023-04-25,381.24
7609,7609,2024-12-31,Current,1131.26,1131.26,7525.44,6306.27,1219.17,0.0,0.0,2024-12-04,144.72
7610,7610,2024-12-31,Current,7941.77,7941.77,6945.3,4016.39,2928.91,0.0,0.0,2024-12-29,463.02
7611,7611,2024-12-31,Current,12280.12,12280.12,23793.27,17190.18,6603.09,0.0,0.0,2024-12-19,1034.49
7612,7612,2024-12-31,Current,13180.36,13180.36,3690.0,1699.38,1990.62,0.0,0.0,2024-12-01,369.0
7613,7613,2024-12-31,Fully Paid,0.03,0.03,22307.4,19961.69,2345.71,0.0,0.0,2023-06-28,619.65
7614,7614,2024-12-31,Current,5628.64,5628.64,14354.0,9074.9,5279.1,0.0,0.0,2024-12-06,574.16
7615,7615,2024-12-31,Fully Paid,0.07,0.07,51342.48,39702.06,11640.42,0.0,0.0,2024-09-15,1426.18
