pull_id,borrower_id,loan_id,pull_date,bureau,fico_score,inquiries_6m,mths_since_last_delinq
9202,6531,9202,2023-01-08,Experian,793,4,
9203,14377,9203,2022-10-05,Equifax,713,0,36
9204,11854,9204,2023-09-11,TransUnion,671,4,
9205,5438,9205,2020-09-06,Equifax,804,5,
9206,766,9206,2021-07-11,Equifax,734,1,53
9207,5872,9207,2021-08-01,TransUnion,648,4,67
9208,3690,9208,2023-12-23,TransUnion,678,1,
9209,13358,9209,2021-11-21,Experian,741,5,
9210,4864,9210,2021-12-25,TransUnion,685,5,46
9211,641,9211,2022-04-25,Equifax,686,0,
9212,11659,9212,2023-11-15,Equifax,681,5,20
9213,6957,9213,2021-11-13,Equifax,766,4,52
9214,9877,9214,2020-06-08,TransUnion,688,5,
9215,1358,9215,2022-02-10,Experian,711,4,13
9216,13566,9216,2023-07-03,Equifax,675,0,11
9217,8799,9217,2020-05-31,Experian,747,4,
9218,7829,9218,2020-09-29,TransUnion,703,5,
9219,8750,9219,2020-09-13,Experian,695,2,
9220,8133,9220,2023-04-21,Experian,634,0,12
9221,4345,9221,2023-11-26,Experian,829,5,
9222,4104,9222,2023-05-01,TransUnion,684,4,
9223,4427,9223,2023-01-02,Experian,730,5,
9224,5560,9224,2020-02-27,Experian,747,0,28
9225,12063,9225,2021-11-06,Equifax,581,3,
9226,7741,9226,2022-02-10,TransUnion,717,2,27
9227,800,9227,2021-01-02,TransUnion,716,4,
9228,12369,9228,2021-10-08,Equifax,811,0,66
9229,2180,9229,2021-08-04,Experian,696,3,56
9230,10570,9230,2020-07-10,TransUnion,748,3,30
9231,7609,9231,2023-02-13,TransUnion,629,2,4
9232,8067,9232,2024-02-01,Equifax,704,3,48
9233,13648,9233,2023-11-04,TransUnion,624,5,31
9234,5356,9234,2022-04-03,TransUnion,816,0,
9235,12019,9235,2021-11-23,Experian,594,4,
9236,2312,9236,2022-08-25,Experian,731,3,57
9237,8267,9237,2020-08-20,TransUnion,839,3,63
9238,5943,9238,2022-07-07,Experian,760,3,24
9239,6304,9239,2021-10-10,TransUnion,729,2,
9240,11657,9240,2023-01-19,Equifax,583,4,35
9241,11421,9241,2020-08-26,TransUnion,710,0,
9242,6208,9242,2022-12-30,Experian,772,3,
9243,5534,9243,2023-07-27,Experian,672,3,
9244,8900,9244,2023-08-04,Experian,723,4,63
9245,2700,9245,2022-12-09,Equifax,833,5,53
9246,1011,9246,2022-10-15,TransUnion,721,5,44
9247,14401,9247,2024-02-02,TransUnion,712,5,
9248,2785,9248,2022-10-01,Experian,647,3,
9249,2795,9249,2021-07-22,Equifax,694,5,33
9250,5638,9250,2021-07-26,Experian,641,0,
9251,3616,9251,2023-03-11,TransUnion,622,5,
9252,12187,9252,2021-07-17,Experian,727,5,
9253,8137,9253,2020-11-30,Equifax,732,5,
9254,4575,9254,2020-04-24,Experian,638,1,44
9255,6715,9255,2020-06-23,Equifax,829,4,
9256,13328,9256,2020-06-20,Equifax,802,4,
9257,1078,9257,2023-02-09,Experian,657,5,
9258,3700,9258,2020-06-04,Experian,723,5,
9259,5632,9259,2024-05-24,TransUnion,725,0,46
9260,2696,9260,2021-06-24,TransUnion,632,1,44
9261,10085,9261,2024-05-25,TransUnion,737,0,
9262,8383,9262,2023-11-23,TransUnion,710,2,
9263,2509,9263,2020-08-20,TransUnion,846,0,
9264,2341,9264,2023-06-12,Equifax,787,3,
9265,11073,9265,2022-06-11,Experian,656,5,
9266,1105,9266,2022-12-18,Equifax,789,0,34
9267,6538,9267,2020-02-22,Equifax,670,4,11
9268,9423,9268,2021-07-20,Experian,652,1,
9269,7654,9269,2020-03-26,TransUnion,731,1,
9270,7782,9270,2022-07-07,Equifax,615,1,
9271,5914,9271,2024-05-23,Equifax,817,0,21
9272,11591,9272,2020-04-10,Experian,662,0,
9273,10062,9273,2024-05-06,TransUnion,672,5,
9274,5323,9274,2022-10-21,TransUnion,581,4,7
9275,8419,9275,2021-08-18,Experian,699,3,
9276,7878,9276,2023-09-09,Experian,645,2,36
9277,870,9277,2022-12-11,TransUnion,706,1,33
9278,6700,9278,2022-08-01,Experian,817,3,53
9279,14502,9279,2021-03-17,Equifax,787,4,29
9280,4450,9280,2023-10-20,TransUnion,757,2,
9281,7260,9281,2023-09-01,Experian,745,4,
9282,7717,9282,2023-09-04,TransUnion,658,4,
9283,3814,9283,2022-04-25,Experian,584,0,
9284,1117,9284,2022-05-11,TransUnion,766,1,
9285,5797,9285,2023-08-25,Equifax,842,3,
9286,2594,9286,2020-06-12,TransUnion,743,1,
9287,11014,9287,2023-04-27,TransUnion,688,5,
9288,6295,9288,2024-05-10,Experian,726,4,
9289,13931,9289,2022-05-25,Equifax,708,4,
9290,3574,9290,2020-11-02,Equifax,727,5,
9291,11601,9291,2022-03-31,Experian,726,3,
9292,13460,9292,2023-08-19,Experian,748,4,53
9293,8526,9293,2022-11-07,Equifax,774,2,
9294,3709,9294,2022-03-13,Experian,661,5,21
9295,636,9295,2021-08-08,TransUnion,730,3,10
9296,14687,9296,2024-01-10,Experian,665,2,
9297,13525,9297,2023-11-23,TransUnion,635,2,
9298,13400,9298,2024-05-25,Experian,623,2,
9299,3067,9299,2020-02-08,Equifax,705,2,52
9300,11638,9300,2021-10-11,Experian,669,2,61
9301,6007,9301,2021-03-17,TransUnion,679,0,
9302,9601,9302,2023-11-18,Equifax,708,1,69
9303,13116,9303,2020-05-31,TransUnion,699,2,
9304,6792,9304,2023-11-13,Experian,744,3,
9305,14953,9305,2022-08-07,Experian,693,2,
9306,7312,9306,2023-11-24,Experian,746,2,62
9307,4040,9307,2021-12-20,Equifax,662,3,
9308,10037,9308,2021-05-16,TransUnion,725,1,
9309,14103,9309,2022-02-09,Experian,605,1,
9310,10174,9310,2021-04-17,Experian,730,0,
9311,5960,9311,2022-12-23,Equifax,692,1,62
9312,11303,9312,2023-02-04,TransUnion,615,2,
9313,14488,9313,2022-03-18,Equifax,640,2,
9314,6734,9314,2022-03-18,Equifax,585,0,3
9315,2094,9315,2020-08-12,Equifax,722,3,
9316,7480,9316,2023-03-19,Experian,757,4,
9317,8309,9317,2021-07-27,Experian,731,2,
9318,14421,9318,2022-08-02,Equifax,836,1,70
9319,9252,9319,2021-08-07,Equifax,840,1,
9320,434,9320,2020-10-01,Experian,718,5,
9321,9176,9321,2021-10-30,TransUnion,583,5,4
9322,7212,9322,2020-03-02,Experian,807,1,
9323,9165,9323,2023-09-13,Experian,681,2,
9324,14410,9324,2020-12-17,Equifax,832,2,18
9325,184,9325,2023-03-06,TransUnion,598,0,
9326,1496,9326,2021-04-14,Equifax,609,1,43
9327,14293,9327,2024-03-01,Equifax,773,5,11
9328,3817,9328,2023-12-24,Experian,676,5,55
9329,7610,9329,2023-08-17,Experian,716,3,10
9330,2555,9330,2023-07-27,Equifax,690,5,3
9331,13418,9331,2022-10-19,Equifax,669,1,
9332,7674,9332,2020-08-06,Equifax,738,0,
9333,13975,9333,2020-12-31,TransUnion,585,4,
9334,585,9334,2021-07-06,Equifax,705,0,
9335,4825,9335,2021-04-09,TransUnion,588,1,42
9336,8951,9336,2020-04-10,TransUnion,598,1,7
9337,3735,9337,2022-04-03,Experian,719,1,
9338,14427,9338,2022-11-28,Equifax,602,5,38
9339,4197,9339,2020-03-06,Equifax,612,3,
9340,10819,9340,2020-01-02,Experian,675,0,11
9341,921,9341,2023-01-10,TransUnion,670,1,
9342,14263,9342,2022-09-30,Experian,661,5,
9343,7529,9343,2020-11-20,Equifax,737,5,
9344,12959,9344,2021-03-27,TransUnion,590,4,7
9345,4241,9345,2020-03-09,Experian,757,4,24
9346,10297,9346,2024-05-06,Equifax,696,1,54
9347,974,9347,2021-09-03,Equifax,700,1,31
9348,14159,9348,2020-04-04,Equifax,657,2,
9349,1038,9349,2022-01-13,Experian,662,1,65
9350,2433,9350,2022-05-15,Experian,848,2,
9351,4484,9351,2021-06-20,Equifax,705,1,41
9352,7660,9352,2024-04-28,Experian,711,5,66
9353,12588,9353,2022-08-03,TransUnion,669,2,31
9354,14405,9354,2020-10-22,TransUnion,713,1,
9355,1592,9355,2023-05-15,Experian,660,3,
9356,1451,9356,2020-12-20,TransUnion,747,2,
9357,9077,9357,2022-10-10,TransUnion,672,3,10
9358,8272,9358,2022-10-26,TransUnion,706,4,
9359,3513,9359,2022-09-13,TransUnion,672,2,
9360,10060,9360,2020-01-15,Experian,632,5,25
9361,9394,9361,2021-10-24,Equifax,660,4,
9362,8638,9362,2020-08-28,Experian,708,3,30
9363,3586,9363,2020-01-26,Experian,741,5,
9364,13388,9364,2021-11-03,Equifax,695,1,
9365,3145,9365,2021-05-15,Equifax,705,1,
9366,8481,9366,2021-10-15,Equifax,615,4,
9367,171,9367,2020-10-29,Equifax,735,4,8
9368,1351,9368,2022-11-12,Experian,713,0,
9369,10250,9369,2022-04-03,TransUnion,848,3,35
9370,3954,9370,2023-11-21,Experian,817,2,11
9371,374,9371,2023-05-15,Equifax,626,4,49
9372,1965,9372,2020-01-27,Experian,699,5,16
9373,12279,9373,2022-05-18,Equifax,768,3,
9374,2561,9374,2022-01-22,TransUnion,619,0,
9375,2730,9375,2022-05-03,Experian,646,0,55
9376,13088,9376,2024-01-26,Experian,712,1,16
9377,1824,9377,2022-06-30,Experian,736,5,20
9378,9395,9378,2022-05-21,TransUnion,740,1,
9379,13741,9379,2023-01-30,Experian,799,2,
9380,6422,9380,2024-03-18,Equifax,748,2,24
9381,1201,9381,2023-09-24,Experian,685,1,41
9382,5839,9382,2020-02-10,TransUnion,750,1,
9383,7885,9383,2022-10-10,TransUnion,725,2,21
9384,209,9384,2021-06-04,Equifax,672,2,
9385,420,9385,2022-04-25,TransUnion,745,0,7
9386,33,9386,2021-01-07,Equifax,705,2,23
9387,60,9387,2022-01-03,Equifax,656,4,35
9388,3059,9388,2022-06-11,Equifax,638,3,
9389,11126,9389,2023-11-07,Equifax,840,2,
9390,763,9390,2022-06-07,TransUnion,782,4,34
9391,2518,9391,2023-02-11,Equifax,640,4,10
9392,4113,9392,2020-04-11,Equifax,739,1,
9393,9311,9393,2024-01-03,Experian,679,1,71
9394,11546,9394,2024-02-08,Experian,640,3,
9395,13045,9395,2022-04-28,TransUnion,706,1,11
9396,7372,9396,2022-06-05,Equifax,634,2,
9397,7746,9397,2020-12-07,TransUnion,632,5,18
9398,1124,9398,2020-08-31,TransUnion,676,0,
9399,5232,9399,2024-02-13,Equifax,661,5,
9400,348,9400,2023-01-04,Experian,735,2,
9401,9578,9401,2022-05-14,Experian,705,1,
9402,5058,9402,2022-11-13,TransUnion,720,1,
9403,11393,9403,2020-03-10,Experian,749,5,
9404,232,9404,2022-09-30,Equifax,712,4,
9405,4521,9405,2020-02-23,Equifax,641,0,37
9406,6017,9406,2022-10-04,Experian,817,3,
9407,9504,9407,2023-11-10,Experian,735,3,
9408,910,9408,2021-06-21,TransUnion,645,5,43
9409,2130,9409,2021-05-09,TransUnion,589,3,
9410,10710,9410,2022-12-08,Equifax,589,2,
9411,12696,9411,2020-04-09,Equifax,738,2,
9412,5149,9412,2021-12-12,Experian,683,5,
9413,7359,9413,2020-02-05,Experian,596,3,
9414,11689,9414,2020-04-28,Equifax,736,5,
9415,11123,9415,2020-01-24,Experian,665,1,
9416,5753,9416,2022-04-06,TransUnion,757,0,51
9417,3090,9417,2020-08-30,Experian,701,4,
9418,13832,9418,2020-01-13,Experian,733,4,9
9419,13777,9419,2021-04-04,Equifax,741,5,
9420,514,9420,2020-02-16,Equifax,793,2,
9421,8472,9421,2022-12-19,Experian,595,1,64
9422,5839,9422,2023-12-31,Experian,750,0,59
9423,10796,9423,2020-10-21,Equifax,625,2,
9424,10933,9424,2020-04-17,Equifax,689,0,
9425,2408,9425,2020-11-02,TransUnion,715,2,
9426,3159,9426,2022-02-05,TransUnion,786,0,23
9427,6060,9427,2020-01-27,TransUnion,743,0,14
9428,597,9428,2020-10-12,Experian,747,5,35
9429,10158,9429,2022-03-26,Experian,730,3,
9430,8694,9430,2020-01-28,TransUnion,736,4,
9431,14791,9431,2024-04-07,TransUnion,742,0,69
9432,1909,9432,2024-01-16,TransUnion,580,5,
9433,519,9433,2023-05-24,Experian,658,3,
9434,4759,9434,2022-01-02,TransUnion,602,0,13
9435,12500,9435,2020-06-27,TransUnion,680,4,42
9436,6371,9436,2021-05-19,TransUnion,693,1,
9437,8816,9437,2023-06-22,TransUnion,781,2,
9438,880,9438,2020-02-28,TransUnion,829,3,
9439,9551,9439,2022-10-27,Experian,592,2,
9440,14578,9440,2023-09-10,Experian,683,4,
9441,14549,9441,2022-10-01,Experian,754,4,
9442,6277,9442,2021-12-19,Experian,606,3,
9443,2863,9443,2022-05-22,Experian,726,2,
9444,9618,9444,2022-03-16,Experian,761,3,
9445,3602,9445,2022-05-18,TransUnion,714,5,
9446,10566,9446,2023-12-18,TransUnion,733,2,57
9447,9736,9447,2020-05-23,Equifax,738,5,34
9448,6903,9448,2023-02-20,TransUnion,790,2,60
9449,11216,9449,2022-12-14,Experian,760,1,
9450,6742,9450,2022-11-27,TransUnion,815,4,
9451,4136,9451,2022-11-20,Experian,722,2,
9452,4580,9452,2021-09-01,Equifax,669,5,8
9453,12408,9453,2021-12-28,Equifax,646,3,
9454,3466,9454,2024-01-02,Experian,639,4,
9455,13544,9455,2022-10-13,TransUnion,838,4,
9456,8914,9456,2021-12-19,TransUnion,688,3,
9457,7528,9457,2020-12-04,Experian,709,5,
9458,9469,9458,2024-01-19,Equifax,703,1,27
9459,13842,9459,2021-01-03,Experian,702,2,
9460,2701,9460,2023-02-23,TransUnion,707,4,
9461,13159,9461,2020-03-05,Equifax,616,3,
9462,11921,9462,2021-09-12,Experian,726,3,
9463,3085,9463,2021-08-15,Equifax,604,0,4
9464,9429,9464,2020-03-20,Experian,636,5,
9465,7043,9465,2020-03-25,TransUnion,834,0,42
9466,1084,9466,2020-10-22,Experian,744,0,
9467,3913,9467,2020-01-31,TransUnion,582,1,14
9468,12725,9468,2024-05-26,Equifax,585,3,31
9469,1456,9469,2023-07-22,Equifax,666,4,47
9470,1742,9470,2023-03-14,TransUnion,708,3,9
9471,12806,9471,2022-05-12,Equifax,648,4,48
9472,14872,9472,2023-03-14,Experian,749,2,
9473,12986,9473,2022-06-17,Experian,636,3,
9474,14473,9474,2021-07-05,Equifax,602,4,
9475,5157,9475,2020-03-04,TransUnion,635,5,
9476,14907,9476,2022-05-02,TransUnion,734,0,
9477,5402,9477,2020-02-06,Equifax,630,1,3
9478,13070,9478,2023-01-25,TransUnion,740,4,
9479,3712,9479,2023-05-29,Equifax,589,4,58
9480,12541,9480,2022-06-25,TransUnion,766,4,
9481,3105,9481,2022-07-16,Equifax,672,3,
9482,6930,9482,2021-03-12,Experian,678,4,
9483,3368,9483,2024-02-03,Experian,726,2,
9484,9011,9484,2020-03-24,Equifax,788,4,
9485,5302,9485,2021-06-20,Equifax,660,4,
9486,6638,9486,2023-04-06,Equifax,583,2,
9487,6381,9487,2020-12-26,TransUnion,722,1,13
9488,14622,9488,2020-07-01,TransUnion,744,5,
9489,11604,9489,2022-12-11,TransUnion,835,0,52
9490,10851,9490,2021-08-18,Experian,850,0,13
9491,14628,9491,2020-07-15,Equifax,583,2,42
9492,9668,9492,2023-09-14,Equifax,696,4,
9493,5427,9493,2020-04-20,TransUnion,721,3,
9494,10058,9494,2023-11-08,TransUnion,710,0,
9495,13122,9495,2022-08-11,TransUnion,692,1,
9496,8663,9496,2022-08-15,Equifax,708,5,43
9497,4304,9497,2020-06-06,Experian,727,1,
9498,14742,9498,2023-11-18,Equifax,734,4,22
9499,5338,9499,2020-06-11,Equifax,689,4,46
9500,7508,9500,2020-05-15,Equifax,677,5,16
9501,649,9501,2021-02-14,TransUnion,726,2,
9502,10761,9502,2020-08-19,Experian,685,1,
9503,1388,9503,2022-09-04,Experian,749,0,
9504,9378,9504,2023-01-19,Equifax,685,0,46
9505,9228,9505,2023-09-11,Experian,747,3,44
9506,3820,9506,2020-11-23,Experian,606,1,
9507,12901,9507,2020-11-02,Experian,586,1,18
9508,463,9508,2022-04-20,Equifax,672,4,20
9509,1159,9509,2020-12-03,TransUnion,781,1,19
9510,9850,9510,2020-01-31,TransUnion,590,1,70
9511,8798,9511,2020-05-02,TransUnion,599,5,
9512,2531,9512,2020-09-24,Experian,697,5,70
9513,6121,9513,2021-07-20,Experian,696,5,8
9514,13055,9514,2021-01-20,TransUnion,835,2,
9515,7276,9515,2024-01-27,TransUnion,817,1,43
9516,14588,9516,2021-08-17,TransUnion,719,5,14
9517,2157,9517,2023-01-01,TransUnion,735,3,18
9518,11358,9518,2022-04-10,TransUnion,637,2,
9519,12849,9519,2020-03-16,Experian,663,4,58
9520,4596,9520,2021-05-04,Equifax,743,1,14
9521,10920,9521,2023-12-26,Experian,660,4,38
9522,7198,9522,2021-03-29,Equifax,584,3,
9523,6942,9523,2022-07-22,Equifax,589,4,
9524,9729,9524,2023-03-11,Experian,760,2,59
9525,5802,9525,2020-09-29,Experian,629,4,18
9526,2434,9526,2023-02-16,Experian,583,1,33
9527,5903,9527,2020-11-01,Experian,615,5,
9528,2446,9528,2022-09-30,Equifax,668,1,68
9529,11718,9529,2020-10-04,Equifax,590,1,18
9530,14367,9530,2021-06-05,TransUnion,683,4,
9531,6591,9531,2020-09-26,TransUnion,676,3,
9532,5239,9532,2024-03-09,Equifax,712,1,
9533,9268,9533,2021-06-04,TransUnion,666,5,66
9534,2397,9534,2020-03-07,TransUnion,722,3,
9535,9491,9535,2022-02-04,Equifax,692,3,3
9536,1453,9536,2021-08-02,Experian,773,1,
9537,8410,9537,2022-01-10,Equifax,784,5,
9538,11731,9538,2022-08-08,Equifax,743,5,49
9539,2019,9539,2020-04-23,Equifax,719,4,
9540,10848,9540,2020-05-13,Experian,735,0,
9541,9231,9541,2022-02-08,TransUnion,752,4,
9542,8717,9542,2022-02-19,TransUnion,640,2,
9543,14570,9543,2023-05-14,TransUnion,758,0,58
9544,3909,9544,2022-12-07,Experian,703,5,
9545,14738,9545,2023-05-15,Equifax,667,1,
9546,350,9546,2023-09-07,TransUnion,649,5,52
9547,7148,9547,2021-04-27,TransUnion,732,1,13
9548,14263,9548,2021-08-02,Experian,661,3,
9549,3651,9549,2020-11-07,Experian,821,3,
9550,1474,9550,2021-01-12,Equifax,701,5,19
9551,13961,9551,2022-11-21,Equifax,679,0,62
9552,11485,9552,2021-08-18,Equifax,626,5,
9553,14289,9553,2021-08-27,TransUnion,600,2,
9554,10688,9554,2022-01-06,Equifax,729,3,50
9555,12809,9555,2022-12-21,Equifax,804,5,
9556,1224,9556,2020-08-28,Equifax,741,5,
9557,3641,9557,2022-06-28,Equifax,600,4,
9558,7187,9558,2024-03-25,TransUnion,596,0,
9559,1427,9559,2021-08-03,Experian,795,2,17
9560,9099,9560,2021-04-25,Equifax,611,3,7
9561,13409,9561,2024-03-24,Equifax,701,3,18
9562,10663,9562,2020-10-11,Experian,692,2,54
9563,5875,9563,2020-09-13,Experian,744,3,
9564,11672,9564,2020-12-26,TransUnion,679,1,34
9565,2823,9565,2023-06-10,Experian,732,0,40
9566,7628,9566,2022-02-23,Equifax,666,4,67
9567,2742,9567,2022-11-04,Equifax,691,1,35
9568,8105,9568,2021-06-08,Experian,727,1,
9569,1429,9569,2022-10-25,TransUnion,592,3,
9570,4691,9570,2023-11-22,Experian,628,2,
9571,353,9571,2023-01-04,TransUnion,649,3,
9572,12842,9572,2021-05-28,Equifax,624,3,
9573,11070,9573,2021-08-13,Equifax,630,5,
9574,8626,9574,2023-02-05,Experian,762,2,
9575,12113,9575,2020-12-11,TransUnion,729,5,
9576,10896,9576,2021-11-07,Experian,666,4,24
9577,1321,9577,2023-11-28,Experian,705,4,
9578,5247,9578,2022-03-05,Experian,696,0,
9579,30,9579,2023-07-27,Experian,738,0,
9580,1706,9580,2020-09-28,Equifax,599,5,
9581,10339,9581,2021-07-16,Equifax,650,4,
9582,2235,9582,2022-10-05,TransUnion,832,3,
9583,8636,9583,2022-03-10,Experian,808,2,31
9584,5667,9584,2023-08-15,TransUnion,644,2,11
9585,13927,9585,2021-12-19,Experian,705,0,
9586,10957,9586,2021-08-19,Equifax,613,0,
9587,5368,9587,2023-05-20,Experian,826,5,
9588,5385,9588,2021-08-05,Equifax,626,4,
9589,3720,9589,2020-09-07,Experian,737,4,
9590,1477,9590,2022-10-02,TransUnion,722,4,
9591,4314,9591,2023-01-20,Equifax,603,2,48
9592,8711,9592,2023-03-03,Experian,744,4,
9593,368,9593,2022-01-29,Equifax,583,4,16
9594,8245,9594,2021-01-07,Experian,809,2,
9595,5347,9595,2022-12-27,TransUnion,697,3,53
9596,8554,9596,2021-04-22,TransUnion,846,4,
9597,3383,9597,2022-02-19,Experian,721,3,36
9598,12894,9598,2021-02-24,Experian,740,4,
9599,14340,9599,2021-03-31,Equifax,676,5,
9600,10824,9600,2022-01-16,TransUnion,626,5,5
9601,11813,9601,2022-07-20,Experian,720,0,
9602,1981,9602,2021-10-10,TransUnion,654,2,34
9603,8824,9603,2020-11-18,Equifax,745,5,
9604,14976,9604,2023-05-14,Experian,636,0,
9605,11304,9605,2020-07-05,TransUnion,652,2,
9606,13970,9606,2024-03-08,TransUnion,680,2,19
9607,3323,9607,2023-10-16,Experian,724,2,30
9608,7447,9608,2020-08-14,Experian,741,3,14
9609,5889,9609,2023-06-26,Experian,718,4,
9610,12704,9610,2020-05-12,Equifax,719,2,10
9611,10651,9611,2022-04-29,Equifax,816,5,
9612,7035,9612,2023-06-06,Equifax,807,5,
9613,4843,9613,2021-03-07,Equifax,632,5,
9614,14154,9614,2021-12-09,Equifax,657,3,
9615,11497,9615,2023-12-27,Experian,821,3,20
9616,8826,9616,2021-01-18,Experian,768,5,46
9617,164,9617,2022-12-17,Equifax,621,1,
9618,11617,9618,2021-09-12,Equifax,690,5,16
9619,440,9619,2022-10-23,TransUnion,653,4,40
9620,12551,9620,2020-11-06,Equifax,642,4,
9621,3418,9621,2022-06-19,Equifax,665,5,
9622,10093,9622,2020-08-07,Equifax,670,3,18
9623,6359,9623,2024-03-23,Equifax,605,0,
9624,4063,9624,2021-06-19,Equifax,653,4,30
9625,12263,9625,2023-09-01,Equifax,761,2,13
9626,5294,9626,2020-07-10,TransUnion,705,4,
9627,134,9627,2023-04-06,Experian,735,5,
9628,340,9628,2022-07-04,TransUnion,752,1,48
9629,11343,9629,2023-03-11,Experian,749,3,16
9630,14771,9630,2023-07-25,Equifax,735,2,
9631,127,9631,2022-09-14,Equifax,745,5,
9632,13475,9632,2020-07-24,Experian,831,2,
9633,9555,9633,2024-05-20,Experian,771,5,59
9634,9794,9634,2020-11-02,TransUnion,755,1,
9635,7372,9635,2022-06-22,TransUnion,634,4,
9636,5143,9636,2023-07-28,TransUnion,798,4,67
9637,1639,9637,2021-10-28,TransUnion,646,1,54
9638,11753,9638,2023-04-19,Experian,594,2,
9639,12810,9639,2024-04-30,Experian,585,1,
9640,7334,9640,2020-12-25,Experian,690,2,
9641,8581,9641,2021-03-08,Experian,683,0,40
9642,9604,9642,2023-03-12,Equifax,731,0,51
9643,7983,9643,2021-03-11,Equifax,726,1,
9644,13073,9644,2022-04-05,Equifax,671,5,
9645,9546,9645,2021-07-16,Equifax,696,3,
9646,7992,9646,2021-10-11,Equifax,608,4,62
9647,12964,9647,2021-09-02,Equifax,703,1,
9648,2789,9648,2024-03-22,Equifax,806,4,12
9649,3771,9649,2022-10-29,Experian,697,0,
9650,11227,9650,2022-02-03,Equifax,724,2,60
9651,12773,9651,2021-03-19,Equifax,825,5,
9652,3382,9652,2020-12-21,TransUnion,628,3,
9653,9111,9653,2022-09-14,Experian,747,1,
9654,818,9654,2021-10-10,Equifax,805,0,
9655,11967,9655,2022-11-26,TransUnion,726,4,
9656,13605,9656,2020-08-28,Equifax,590,1,20
9657,13810,9657,2020-12-22,TransUnion,746,5,
9658,8302,9658,2020-07-15,Equifax,710,5,
9659,7074,9659,2020-03-27,Equifax,708,5,
9660,4663,9660,2021-05-15,Equifax,708,2,
9661,10939,9661,2022-10-29,TransUnion,634,5,
9662,3125,9662,2021-09-04,Experian,647,1,
9663,11882,9663,2020-02-03,TransUnion,680,4,14
9664,4458,9664,2020-07-17,TransUnion,689,2,22
9665,9873,9665,2023-08-09,TransUnion,670,3,41
9666,1233,9666,2024-01-22,Experian,635,1,16
9667,4092,9667,2022-12-19,Equifax,819,5,18
9668,8267,9668,2022-05-22,Experian,839,1,35
9669,11704,9669,2021-04-26,TransUnion,744,4,
9670,10759,9670,2023-08-14,Experian,788,1,53
9671,9616,9671,2023-05-14,TransUnion,683,4,
9672,4438,9672,2020-02-08,Equifax,655,5,55
9673,4853,9673,2020-06-21,Equifax,624,1,
9674,10091,9674,2022-07-01,Equifax,711,3,
9675,13575,9675,2023-02-05,TransUnion,679,3,31
9676,6439,9676,2022-01-12,TransUnion,733,3,63
9677,1675,9677,2021-01-07,Experian,584,2,
9678,2938,9678,2020-03-28,TransUnion,763,0,
9679,3464,9679,2021-04-26,Experian,656,1,46
9680,6439,9680,2023-12-01,Experian,733,0,4
9681,589,9681,2022-03-20,Experian,738,4,
9682,8602,9682,2021-03-16,Equifax,786,2,48
9683,7204,9683,2021-03-26,TransUnion,732,4,
9684,1096,9684,2020-09-07,Equifax,756,4,46
9685,10237,9685,2020-12-22,Equifax,833,4,
9686,12565,9686,2023-03-15,Experian,715,2,7
9687,8637,9687,2021-02-23,Equifax,749,3,66
9688,2954,9688,2021-02-19,Equifax,705,0,
9689,14349,9689,2021-03-31,Equifax,744,3,63
9690,8915,9690,2020-09-15,Experian,835,5,
9691,2769,9691,2023-06-21,Experian,706,1,
9692,7928,9692,2022-07-30,Equifax,712,5,
9693,13420,9693,2024-04-08,TransUnion,685,3,13
9694,14335,9694,2022-09-04,Equifax,707,1,
9695,1200,9695,2021-03-17,Experian,807,5,21
9696,14852,9696,2024-02-08,Experian,732,1,
9697,89,9697,2022-02-18,TransUnion,737,1,
9698,4370,9698,2021-09-18,Equifax,668,3,
9699,11211,9699,2023-12-02,Equifax,711,2,28
9700,14457,9700,2024-01-10,Equifax,714,3,
9701,14425,9701,2021-07-16,TransUnion,730,4,
9702,8595,9702,2020-07-24,Experian,739,1,6
9703,812,9703,2023-09-28,Experian,682,1,
9704,4677,9704,2022-07-17,Experian,714,5,52
9705,3413,9705,2022-03-08,TransUnion,607,4,5
9706,14266,9706,2020-07-04,Experian,726,3,52
9707,13128,9707,2024-05-25,TransUnion,790,1,41
9708,5695,9708,2022-06-20,Equifax,730,3,
9709,14649,9709,2022-11-19,Equifax,712,1,71
9710,13800,9710,2022-07-11,Equifax,737,2,50
9711,5744,9711,2022-06-30,TransUnion,723,4,
9712,7597,9712,2020-04-17,Experian,829,5,
9713,10504,9713,2021-02-14,TransUnion,703,3,
9714,8192,9714,2023-04-15,Experian,647,3,36
9715,11780,9715,2022-03-29,Equifax,634,1,
9716,10878,9716,2021-12-06,TransUnion,596,3,32
9717,2361,9717,2022-01-01,Experian,724,1,
9718,6591,9718,2021-05-29,Experian,676,4,34
9719,10093,9719,2020-02-13,Experian,670,0,
9720,3452,9720,2023-09-11,Experian,605,2,
9721,10728,9721,2020-02-01,Equifax,649,2,66
9722,2246,9722,2022-03-03,Equifax,628,1,
9723,4607,9723,2022-05-20,TransUnion,687,1,
9724,7572,9724,2023-07-27,Experian,604,5,26
9725,10989,9725,2020-12-05,Equifax,721,4,
9726,5324,9726,2020-03-06,Equifax,710,3,
9727,14412,9727,2020-07-25,Experian,673,5,
9728,14026,9728,2022-01-24,Experian,733,4,50
9729,6381,9729,2020-04-15,TransUnion,722,2,66
9730,11053,9730,2023-04-11,Equifax,721,4,
9731,14561,9731,2021-08-19,Equifax,670,0,26
